SEQ='N '     NUCCHG=18                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  94468457.0   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
    19       8.39E-19  5.60E-19  3.07E-19  1.81E-19  9.88E-20  3.97E-20  1.85E-20  8.25E-21  2.70E-21  1.13E-21
             4.59E-22  1.35E-22  5.22E-23  1.98E-23  5.32E-24  1.94E-24  7.02E-25  1.81E-25  6.43E-26
    20       4.62E-19  3.04E-19  1.61E-19  9.19E-20  4.82E-20  1.82E-20  8.14E-21  3.48E-21  1.09E-21  4.41E-22
             1.76E-22  5.05E-23  1.93E-23  7.23E-24  1.93E-24  7.02E-25  2.53E-25  6.49E-26  2.31E-26
    21       2.51E-19  1.60E-19  8.03E-20  4.34E-20  2.16E-20  7.62E-21  3.25E-21  1.33E-21  3.96E-22  1.55E-22
             6.03E-23  1.69E-23  6.34E-24  2.35E-24  6.22E-25  2.25E-25  8.07E-26  2.07E-26  7.35E-27
    22       1.19E-19  7.32E-20  3.43E-20  1.74E-20  8.09E-21  2.64E-21  1.07E-21  4.18E-22  1.18E-22  4.46E-23
             1.68E-23  4.54E-24  1.67E-24  6.11E-25  1.59E-25  5.72E-26  2.05E-26  5.22E-27  1.85E-27
    23       7.86E-20  4.71E-20  2.10E-20  1.03E-20  4.63E-21  1.45E-21  5.74E-22  2.20E-22  6.06E-23  2.26E-23
             8.37E-24  2.23E-24  8.15E-25  2.95E-25  7.65E-26  2.74E-26  9.77E-27  2.49E-27  8.82E-28
    24       4.74E-20  2.72E-20  1.14E-20  5.32E-21  2.29E-21  6.86E-22  2.64E-22  9.88E-23  2.65E-23  9.70E-24
             3.54E-24  9.28E-25  3.35E-25  1.20E-25  3.10E-26  1.10E-26  3.93E-27  9.98E-28  3.54E-28
    25       3.52E-20  1.97E-20  7.97E-21  3.61E-21  1.52E-21  4.44E-22  1.68E-22  6.24E-23  1.65E-23  6.01E-24
             2.18E-24  5.65E-25  2.03E-25  7.28E-26  1.86E-26  6.64E-27  2.36E-27  5.98E-28  2.12E-28
    26       2.35E-20  1.27E-20  4.90E-21  2.15E-21  8.78E-22  2.50E-22  9.31E-23  3.41E-23  8.92E-24  3.21E-24
             1.16E-24  2.98E-25  1.06E-25  3.80E-26  9.69E-27  3.44E-27  1.22E-27  3.09E-28  1.10E-28
    27       1.63E-20  8.55E-21  3.16E-21  1.35E-21  5.39E-22  1.50E-22  5.54E-23  2.01E-23  5.22E-24  1.87E-24
             6.69E-25  1.71E-25  6.11E-26  2.17E-26  5.53E-27  1.96E-27  6.95E-28  1.76E-28  6.23E-29
    28       9.87E-21  4.99E-21  1.75E-21  7.23E-22  2.83E-22  7.71E-23  2.81E-23  1.01E-23  2.61E-24  9.30E-25
             3.31E-25  8.44E-26  3.00E-26  1.06E-26  2.70E-27  9.57E-28  3.39E-28  8.57E-29  3.03E-29
    29       5.77E-21  2.79E-21  9.31E-22  3.74E-22  1.43E-22  3.83E-23  1.38E-23  4.96E-24  1.27E-24  4.51E-25
             1.60E-25  4.07E-26  1.44E-26  5.11E-27  1.30E-27  4.58E-28  1.62E-28  4.10E-29  1.45E-29
    30       2.64E-21  1.20E-21  3.75E-22  1.45E-22  5.43E-23  1.43E-23  5.12E-24  1.82E-24  4.64E-25  1.65E-25
             5.83E-26  1.48E-26  5.23E-27  1.85E-27  4.69E-28  1.66E-28  5.86E-29  1.48E-29  5.24E-30
    31       1.56E-21  6.84E-22  2.06E-22  7.82E-23  2.88E-23  7.51E-24  2.68E-24  9.54E-25  2.42E-25  8.58E-26
             3.04E-26  7.70E-27  2.72E-27  9.63E-28  2.44E-28  8.62E-29  3.05E-29  7.71E-30  2.73E-30
    32       7.30E-22  3.05E-22  8.78E-23  3.27E-23  1.19E-23  3.07E-24  1.09E-24  3.88E-25  9.83E-26  3.48E-26
             1.23E-26  3.12E-27  1.10E-27  3.90E-28  9.86E-29  3.49E-29  1.23E-29  3.12E-30  1.10E-30
    33       4.09E-22  1.66E-22  4.66E-23  1.71E-23  6.20E-24  1.59E-24  5.65E-25  2.00E-25  5.08E-26  1.80E-26
             6.35E-27  1.61E-27  5.69E-28  2.01E-28  5.09E-29  1.80E-29  6.36E-30  1.61E-30  5.69E-31
    34       1.74E-22  6.83E-23  1.86E-23  6.75E-24  2.42E-24  6.18E-25  2.19E-25  7.77E-26  1.97E-26  6.96E-27
             2.46E-27  6.23E-28  2.20E-28  7.78E-29  1.97E-29  6.96E-30  2.46E-30  6.23E-31  2.20E-31
    35       8.96E-23  3.43E-23  9.17E-24  3.31E-24  1.18E-24  3.01E-25  1.07E-25  3.78E-26  9.57E-27  3.38E-27
             1.20E-27  3.03E-28  1.07E-28  3.78E-29  9.57E-30  3.39E-30  1.20E-30  3.03E-31  1.07E-31
    36       3.22E-23  1.20E-23  3.14E-24  1.13E-24  4.01E-25  1.02E-25  3.61E-26  1.28E-26  3.23E-27  1.14E-27
             4.04E-28  1.02E-28  3.61E-29  1.28E-29  3.23E-30  1.14E-30  4.04E-31  1.02E-31  3.61E-32
    37       1.61E-23  5.92E-24  1.54E-24  5.49E-25  1.95E-25  4.95E-26  1.75E-26  6.20E-27  1.57E-27  5.55E-28
             1.96E-28  4.96E-29  1.75E-29  6.20E-30  1.57E-30  5.55E-31  1.96E-31  4.96E-32  1.75E-32
    38       5.71E-24  2.07E-24  5.33E-25  1.89E-25  6.72E-26  1.70E-26  6.02E-27  2.13E-27  5.39E-28  1.91E-28
             6.74E-29  1.70E-29  6.03E-30  2.13E-30  5.39E-31  1.91E-31  6.74E-32  1.70E-32  6.03E-33
    39       2.78E-24  1.00E-24  2.56E-25  9.10E-26  3.22E-26  8.16E-27  2.89E-27  1.02E-27  2.58E-28  9.13E-29
             3.23E-29  8.17E-30  2.89E-30  1.02E-30  2.58E-31  9.13E-32  3.23E-32  8.17E-33  2.89E-33
    40       9.53E-25  3.40E-25  8.64E-26  3.06E-26  1.08E-26  2.74E-27  9.70E-28  3.43E-28  8.67E-29  3.07E-29
             1.08E-29  2.74E-30  9.70E-31  3.43E-31  8.67E-32  3.07E-32  1.08E-32  2.74E-33  9.70E-34
    41       5.81E-25  2.07E-25  5.25E-26  1.86E-26  6.57E-27  1.66E-27  5.88E-28  2.08E-28  5.26E-29  1.86E-29
             6.57E-30  1.66E-30  5.88E-31  2.08E-31  5.26E-32  1.86E-32  6.57E-33  1.66E-33  5.88E-34
    42       2.94E-25  1.04E-25  2.63E-26  9.31E-27  3.29E-27  8.33E-28  2.94E-28  1.04E-28  2.63E-29  9.31E-30
             3.29E-30  8.33E-31  2.94E-31  1.04E-31  2.63E-32  9.31E-33  3.29E-33  8.33E-34  2.94E-34


 -----------------------------------------
 PRTF= 3  TRMPRT= (1S)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     2       3.61E-11  2.55E-11  1.61E-11  1.14E-11  8.05E-12  5.06E-12  3.55E-12  2.47E-12  1.49E-12  9.85E-13
             6.21E-13  3.06E-13  1.64E-13  8.08E-14  2.83E-14  1.19E-14  4.79E-15  1.36E-15  5.09E-16
     3       2.69E-11  1.90E-11  1.20E-11  8.47E-12  5.96E-12  3.73E-12  2.59E-12  1.78E-12  1.04E-12  6.64E-13
             4.05E-13  1.95E-13  1.05E-13  5.42E-14  2.09E-14  9.69E-15  4.30E-15  1.38E-15  5.63E-16
     4       2.01E-11  1.42E-11  8.94E-12  6.30E-12  4.42E-12  2.74E-12  1.88E-12  1.26E-12  7.01E-13  4.27E-13
             2.47E-13  1.11E-13  5.68E-14  2.79E-14  1.03E-14  4.59E-15  1.99E-15  6.23E-16  2.50E-16
     5       1.55E-11  1.09E-11  6.88E-12  4.84E-12  3.38E-12  2.07E-12  1.39E-12  9.09E-13  4.82E-13  2.81E-13
             1.55E-13  6.59E-14  3.27E-14  1.56E-14  5.57E-15  2.46E-15  1.05E-15  3.25E-16  1.30E-16
     6       1.27E-11  8.95E-12  5.63E-12  3.94E-12  2.74E-12  1.65E-12  1.09E-12  6.94E-13  3.52E-13  1.98E-13
             1.05E-13  4.28E-14  2.07E-14  9.69E-15  3.38E-15  1.47E-15  6.24E-16  1.92E-16  7.62E-17
     7       1.08E-11  7.61E-12  4.77E-12  3.33E-12  2.30E-12  1.37E-12  8.87E-13  5.49E-13  2.68E-13  1.46E-13
             7.54E-14  2.96E-14  1.40E-14  6.46E-15  2.22E-15  9.58E-16  4.03E-16  1.23E-16  4.87E-17
     8       9.41E-12  6.63E-12  4.15E-12  2.89E-12  1.98E-12  1.16E-12  7.36E-13  4.45E-13  2.09E-13  1.11E-13
             5.61E-14  2.14E-14  1.00E-14  4.54E-15  1.54E-15  6.59E-16  2.75E-16  8.37E-17  3.30E-17
     9       8.35E-12  5.88E-12  3.67E-12  2.54E-12  1.73E-12  9.94E-13  6.22E-13  3.68E-13  1.68E-13  8.69E-14
             4.30E-14  1.61E-14  7.39E-15  3.32E-15  1.11E-15  4.74E-16  1.97E-16  5.97E-17  2.35E-17
    10       7.51E-12  5.28E-12  3.29E-12  2.27E-12  1.53E-12  8.65E-13  5.32E-13  3.08E-13  1.37E-13  6.95E-14
             3.38E-14  1.24E-14  5.64E-15  2.51E-15  8.33E-16  3.53E-16  1.46E-16  4.41E-17  1.73E-17
    11       6.83E-12  4.80E-12  2.98E-12  2.04E-12  1.37E-12  7.60E-13  4.59E-13  2.61E-13  1.13E-13  5.65E-14
             2.71E-14  9.78E-15  4.40E-15  1.94E-15  6.41E-16  2.70E-16  1.12E-16  3.35E-17  1.31E-17
    12       6.26E-12  4.39E-12  2.71E-12  1.85E-12  1.23E-12  6.73E-13  4.00E-13  2.24E-13  9.48E-14  4.67E-14
             2.21E-14  7.87E-15  3.51E-15  1.54E-15  5.04E-16  2.12E-16  8.72E-17  2.61E-17  1.02E-17
    13       5.78E-12  4.05E-12  2.49E-12  1.69E-12  1.11E-12  6.00E-13  3.51E-13  1.94E-13  8.04E-14  3.91E-14
             1.83E-14  6.43E-15  2.85E-15  1.24E-15  4.04E-16  1.69E-16  6.95E-17  2.08E-17  8.12E-18
    14       5.36E-12  3.75E-12  2.30E-12  1.55E-12  1.02E-12  5.38E-13  3.11E-13  1.69E-13  6.88E-14  3.31E-14
             1.53E-14  5.33E-15  2.35E-15  1.02E-15  3.29E-16  1.37E-16  5.63E-17  1.68E-17  6.55E-18
    15       5.02E-12  3.51E-12  2.14E-12  1.44E-12  9.32E-13  4.86E-13  2.77E-13  1.48E-13  5.96E-14  2.83E-14
             1.30E-14  4.48E-15  1.96E-15  8.45E-16  2.72E-16  1.13E-16  4.63E-17  1.37E-17  5.35E-18
    16       4.71E-12  3.29E-12  2.00E-12  1.34E-12  8.58E-13  4.41E-13  2.48E-13  1.31E-13  5.18E-14  2.44E-14
             1.11E-14  3.79E-15  1.65E-15  7.10E-16  2.27E-16  9.45E-17  3.85E-17  1.14E-17  4.44E-18
    17       4.18E-12  2.90E-12  1.75E-12  1.15E-12  7.29E-13  3.64E-13  2.00E-13  1.04E-13  3.99E-14  1.85E-14
             8.30E-15  2.80E-15  1.21E-15  5.15E-16  1.64E-16  6.78E-17  2.76E-17  8.13E-18  3.14E-18
    18       3.75E-12  2.60E-12  1.55E-12  1.01E-12  6.28E-13  3.06E-13  1.65E-13  8.37E-14  3.15E-14  1.44E-14
             6.40E-15  2.13E-15  9.13E-16  3.87E-16  1.22E-16  5.04E-17  2.04E-17  6.01E-18  2.32E-18
    19       3.40E-12  2.35E-12  1.39E-12  8.92E-13  5.46E-13  2.60E-13  1.37E-13  6.86E-14  2.54E-14  1.15E-14
             5.05E-15  1.66E-15  7.08E-16  2.99E-16  9.39E-17  3.86E-17  1.56E-17  4.58E-18  1.77E-18
    20       2.97E-12  2.03E-12  1.18E-12  7.49E-13  4.49E-13  2.07E-13  1.07E-13  5.23E-14  1.89E-14  8.42E-15
             3.66E-15  1.19E-15  5.03E-16  2.11E-16  6.58E-17  2.69E-17  1.08E-17  3.17E-18  1.22E-18
    21       2.53E-12  1.72E-12  9.80E-13  6.06E-13  3.53E-13  1.57E-13  7.91E-14  3.78E-14  1.33E-14  5.85E-15
             2.51E-15  8.05E-16  3.37E-16  1.40E-16  4.35E-17  1.77E-17  7.11E-18  2.07E-18  7.98E-19
    22       2.06E-12  1.38E-12  7.61E-13  4.56E-13  2.57E-13  1.09E-13  5.32E-14  2.48E-14  8.49E-15  3.66E-15
             1.55E-15  4.89E-16  2.03E-16  8.37E-17  2.57E-17  1.04E-17  4.16E-18  1.21E-18  4.64E-19
    23       1.82E-12  1.21E-12  6.53E-13  3.84E-13  2.12E-13  8.75E-14  4.21E-14  1.93E-14  6.52E-15  2.79E-15
             1.17E-15  3.66E-16  1.51E-16  6.21E-17  1.90E-17  7.66E-18  3.06E-18  8.86E-19  3.40E-19
    24       1.55E-12  1.01E-12  5.29E-13  3.03E-13  1.63E-13  6.51E-14  3.06E-14  1.38E-14  4.58E-15  1.93E-15
             8.05E-16  2.50E-16  1.02E-16  4.18E-17  1.27E-17  5.11E-18  2.03E-18  5.87E-19  2.25E-19
    25       1.40E-12  9.00E-13  4.64E-13  2.62E-13  1.38E-13  5.43E-14  2.53E-14  1.13E-14  3.70E-15  1.55E-15
             6.44E-16  1.98E-16  8.11E-17  3.30E-17  1.00E-17  4.01E-18  1.59E-18  4.60E-19  1.76E-19
    26       1.21E-12  7.70E-13  3.86E-13  2.13E-13  1.10E-13  4.23E-14  1.94E-14  8.54E-15  2.77E-15  1.15E-15
             4.75E-16  1.45E-16  5.91E-17  2.40E-17  7.22E-18  2.89E-18  1.15E-18  3.30E-19  1.26E-19
    27       1.07E-12  6.65E-13  3.26E-13  1.76E-13  8.95E-14  3.36E-14  1.52E-14  6.63E-15  2.13E-15  8.81E-16
             3.61E-16  1.10E-16  4.44E-17  1.80E-17  5.40E-18  2.16E-18  8.52E-19  2.45E-19  9.33E-20
    28       8.90E-13  5.43E-13  2.57E-13  1.36E-13  6.73E-14  2.46E-14  1.10E-14  4.72E-15  1.50E-15  6.14E-16
             2.50E-16  7.54E-17  3.04E-17  1.22E-17  3.66E-18  1.46E-18  5.75E-19  1.65E-19  6.26E-20
    29       7.28E-13  4.33E-13  1.98E-13  1.02E-13  4.93E-14  1.76E-14  7.71E-15  3.28E-15  1.03E-15  4.18E-16
             1.69E-16  5.06E-17  2.03E-17  8.14E-18  2.42E-18  9.62E-19  3.79E-19  1.08E-19  4.12E-20
    30       5.35E-13  3.07E-13  1.33E-13  6.59E-14  3.10E-14  1.07E-14  4.59E-15  1.92E-15  5.92E-16  2.39E-16
             9.56E-17  2.84E-17  1.13E-17  4.51E-18  1.33E-18  5.28E-19  2.07E-19  5.90E-20  2.24E-20
    31       4.31E-13  2.41E-13  1.01E-13  4.88E-14  2.25E-14  7.62E-15  3.24E-15  1.34E-15  4.09E-16  1.64E-16
             6.54E-17  1.93E-17  7.67E-18  3.05E-18  8.98E-19  3.54E-19  1.39E-19  3.94E-20  1.49E-20
    32       3.12E-13  1.68E-13  6.72E-14  3.16E-14  1.42E-14  4.70E-15  1.97E-15  8.07E-16  2.43E-16  9.66E-17
             3.83E-17  1.12E-17  4.43E-18  1.75E-18  5.14E-19  2.02E-19  7.88E-20  2.23E-20  8.44E-21
    33       2.42E-13  1.27E-13  4.92E-14  2.27E-14  1.01E-14  3.26E-15  1.35E-15  5.51E-16  1.64E-16  6.51E-17
             2.57E-17  7.48E-18  2.95E-18  1.16E-18  3.39E-19  1.33E-19  5.18E-20  1.46E-20  5.52E-21
    34       1.65E-13  8.30E-14  3.09E-14  1.39E-14  6.02E-15  1.91E-15  7.83E-16  3.16E-16  9.31E-17  3.67E-17
             1.44E-17  4.16E-18  1.63E-18  6.41E-19  1.86E-19  7.28E-20  2.83E-20  7.97E-21  3.01E-21
    35       1.21E-13  5.92E-14  2.14E-14  9.45E-15  4.04E-15  1.26E-15  5.13E-16  2.05E-16  6.02E-17  2.36E-17
             9.20E-18  2.65E-18  1.04E-18  4.06E-19  1.17E-19  4.58E-20  1.78E-20  5.00E-21  1.89E-21
    36       7.34E-14  3.47E-14  1.21E-14  5.20E-15  2.18E-15  6.70E-16  2.69E-16  1.07E-16  3.09E-17  1.20E-17
             4.67E-18  1.34E-18  5.21E-19  2.03E-19  5.85E-20  2.27E-20  8.79E-21  2.46E-21  9.27E-22
    37       5.20E-14  2.40E-14  8.15E-15  3.47E-15  1.44E-15  4.37E-16  1.74E-16  6.87E-17  1.98E-17  7.68E-18
             2.97E-18  8.47E-19  3.29E-19  1.28E-19  3.67E-20  1.42E-20  5.50E-21  1.54E-21  5.76E-22
    38       3.04E-14  1.36E-14  4.49E-15  1.87E-15  7.67E-16  2.29E-16  9.07E-17  3.55E-17  1.02E-17  3.92E-18
             1.51E-18  4.28E-19  1.65E-19  6.40E-20  1.83E-20  7.09E-21  2.73E-21  7.62E-22  2.86E-22
    39       2.04E-14  9.01E-15  2.91E-15  1.20E-15  4.87E-16  1.44E-16  5.67E-17  2.21E-17  6.29E-18  2.42E-18
             9.29E-19  2.62E-19  1.01E-19  3.91E-20  1.11E-20  4.30E-21  1.65E-21  4.61E-22  1.73E-22
    40       1.08E-14  4.63E-15  1.46E-15  5.94E-16  2.38E-16  6.96E-17  2.72E-17  1.05E-17  2.97E-18  1.14E-18
             4.35E-19  1.22E-19  4.70E-20  1.81E-20  5.14E-21  1.98E-21  7.59E-22  2.11E-22  7.87E-23
    41       7.48E-15  3.18E-15  9.91E-16  4.01E-16  1.60E-16  4.65E-17  1.81E-17  6.98E-18  1.97E-18  7.51E-19
             2.87E-19  8.04E-20  3.08E-20  1.19E-20  3.36E-21  1.29E-21  4.95E-22  1.37E-22  5.11E-23
    42       4.38E-15  1.84E-15  5.66E-16  2.27E-16  9.00E-17  2.60E-17  1.01E-17  3.88E-18  1.09E-18  4.15E-19
             1.58E-19  4.42E-20  1.69E-20  6.49E-21  1.83E-21  7.04E-22  2.69E-22  7.47E-23  2.79E-23


 -----------------------------------------
 PRTF=10  TRMPRT= (3P)  SPNPRT= 3  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       2.93E-17  2.07E-17  1.31E-17  9.32E-18  6.63E-18  4.28E-18  3.11E-18  2.30E-18  1.58E-18  1.17E-18
             8.24E-19  4.56E-19  2.59E-19  1.33E-19  4.76E-20  2.01E-20  7.99E-21  2.22E-21  8.18E-22
     4       1.58E-19  1.12E-19  7.30E-20  5.40E-20  4.16E-20  3.34E-20  3.30E-20  3.71E-20  4.55E-20  4.77E-20
             4.26E-20  2.82E-20  1.72E-20  9.16E-21  3.37E-21  1.44E-21  5.75E-22  1.61E-22  5.92E-23


 -----------------------------------------
 PRTF=11  TRMPRT= (1D)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       3.08E-18  2.18E-18  1.38E-18  9.83E-19  7.03E-19  4.60E-19  3.43E-19  2.65E-19  2.03E-19  1.69E-19
             1.36E-19  8.84E-20  5.53E-20  3.04E-20  1.16E-20  5.07E-21  2.06E-21  5.83E-22  2.16E-22
     4       7.83E-21  5.62E-21  3.72E-21  2.84E-21  2.33E-21  2.19E-21  2.52E-21  3.15E-21  3.80E-21  3.59E-21
             2.78E-21  1.51E-21  8.08E-22  3.87E-22  1.29E-22  5.21E-23  2.01E-23  5.47E-24  1.99E-24


 -----------------------------------------
 PRTF=12  TRMPRT= (1S)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       2.61E-17  1.85E-17  1.17E-17  8.35E-18  5.98E-18  3.93E-18  2.95E-18  2.31E-18  1.82E-18  1.59E-18
             1.39E-18  1.06E-18  7.83E-19  5.24E-19  2.66E-19  1.43E-19  7.15E-20  2.57E-20  1.11E-20
     4       9.04E-21  6.54E-21  4.43E-21  3.53E-21  3.19E-21  4.03E-21  6.77E-21  1.31E-20  2.82E-20  4.07E-20
             4.76E-20  4.38E-20  3.42E-20  2.34E-20  1.20E-20  6.45E-21  3.21E-21  1.15E-21  4.94E-22



 --------------------------------
 PRTI= 4  TRMPRT= (5S)  SPNPRT= 5

   INDX TE=  1.44E+03  2.88E+03  7.20E+03  1.44E+04  2.88E+04  7.20E+04  1.44E+05  2.88E+05  7.20E+05  1.44E+06
   ---- ---  2.88E+06  7.20E+06  1.44E+07  2.88E+07  7.20E+07  1.44E+08  2.88E+08  7.20E+08  1.44E+09
     1       6.09E-12  4.30E-12  2.72E-12  1.92E-12  1.36E-12  8.62E-13  6.11E-13  4.34E-13  2.77E-13  1.98E-13
             1.42E-13  8.91E-14  6.03E-14  3.85E-14  1.90E-14  1.02E-14  5.08E-15  1.82E-15  7.82E-16
     4       2.38E-11  1.68E-11  1.06E-11  7.51E-12  5.30E-12  3.34E-12  2.34E-12  1.63E-12  9.91E-13  6.59E-13
             4.19E-13  2.09E-13  1.12E-13  5.54E-14  1.93E-14  8.01E-15  3.16E-15  8.74E-16  3.21E-16
    18       2.02E-12  1.43E-12  9.05E-13  6.40E-13  4.53E-13  2.87E-13  2.03E-13  1.44E-13  9.19E-14  6.53E-14
             4.61E-14  2.83E-14  1.88E-14  1.18E-14  5.72E-15  3.04E-15  1.51E-15  5.38E-16  2.31E-16
    22       1.23E-12  8.69E-13  5.49E-13  3.89E-13  2.75E-13  1.74E-13  1.24E-13  8.82E-14  5.67E-14  4.07E-14
             2.90E-14  1.81E-14  1.21E-14  7.67E-15  3.76E-15  2.00E-15  9.94E-16  3.56E-16  1.53E-16
    30       7.88E-12  5.57E-12  3.52E-12  2.49E-12  1.76E-12  1.11E-12  7.78E-13  5.43E-13  3.31E-13  2.20E-13
             1.40E-13  6.94E-14  3.72E-14  1.83E-14  6.34E-15  2.64E-15  1.04E-15  2.87E-16  1.05E-16
    33       4.60E-12  3.25E-12  2.06E-12  1.45E-12  1.03E-12  6.48E-13  4.56E-13  3.19E-13  1.96E-13  1.31E-13
             8.40E-14  4.21E-14  2.27E-14  1.12E-14  3.91E-15  1.63E-15  6.43E-16  1.78E-16  6.54E-17
    39       8.70E-12  6.15E-12  3.88E-12  2.73E-12  1.92E-12  1.19E-12  8.12E-13  5.40E-13  2.93E-13  1.70E-13
             9.12E-14  3.48E-14  1.53E-14  6.26E-15  1.78E-15  6.59E-16  2.40E-16  6.17E-17  2.20E-17
    40       5.03E-12  3.55E-12  2.24E-12  1.58E-12  1.11E-12  6.88E-13  4.71E-13  3.15E-13  1.72E-13  1.01E-13
             5.43E-14  2.09E-14  9.24E-15  3.80E-15  1.08E-15  4.02E-16  1.46E-16  3.77E-17  1.34E-17
    41       1.13E-13  7.99E-14  5.05E-14  3.58E-14  2.53E-14  1.61E-14  1.14E-14  8.09E-15  5.12E-15  3.55E-15
             2.36E-15  1.24E-15  6.91E-16  3.50E-16  1.24E-16  5.23E-17  2.08E-17  5.79E-18  2.13E-18
    42       9.05E-16  6.40E-16  4.05E-16  2.87E-16  2.04E-16  1.30E-16  9.39E-17  6.86E-17  4.68E-17  3.59E-17
             2.78E-17  1.92E-17  1.38E-17  9.13E-18  4.66E-18  2.54E-18  1.28E-18  4.63E-19  2.00E-19
    43       6.40E-14  4.53E-14  2.86E-14  2.03E-14  1.44E-14  9.11E-15  6.48E-15  4.62E-15  2.95E-15  2.06E-15
             1.39E-15  7.38E-16  4.13E-16  2.10E-16  7.53E-17  3.17E-17  1.26E-17  3.52E-18  1.30E-18
    44       1.14E-13  8.02E-14  5.06E-14  3.57E-14  2.51E-14  1.57E-14  1.08E-14  7.29E-15  4.07E-15  2.44E-15
             1.35E-15  5.34E-16  2.39E-16  9.95E-17  2.87E-17  1.07E-17  3.90E-18  1.01E-18  3.58E-19
    45       3.02E-15  2.13E-15  1.35E-15  9.56E-16  6.78E-16  4.32E-16  3.09E-16  2.23E-16  1.45E-16  1.04E-16
             7.16E-17  3.93E-17  2.24E-17  1.16E-17  4.18E-18  1.77E-18  7.09E-19  1.98E-19  7.30E-20
    46       3.18E-14  2.25E-14  1.42E-14  1.00E-14  7.05E-15  4.40E-15  3.05E-15  2.07E-15  1.17E-15  7.09E-16
             3.96E-16  1.59E-16  7.18E-17  3.00E-17  8.69E-18  3.25E-18  1.18E-18  3.06E-19  1.09E-19
    47       5.27E-17  3.73E-17  2.36E-17  1.66E-17  1.17E-17  7.36E-18  5.13E-18  3.52E-18  2.04E-18  1.26E-18
             7.21E-19  2.97E-19  1.36E-19  5.77E-20  1.68E-20  6.32E-21  2.31E-21  5.98E-22  2.13E-22
    85       8.31E-13  5.87E-13  3.71E-13  2.63E-13  1.86E-13  1.18E-13  8.36E-14  5.94E-14  3.79E-14  2.69E-14
             1.89E-14  1.15E-14  7.56E-15  4.72E-15  2.28E-15  1.21E-15  5.97E-16  2.13E-16  9.16E-17
    91       5.24E-13  3.70E-13  2.34E-13  1.66E-13  1.17E-13  7.45E-14  5.29E-14  3.77E-14  2.42E-14  1.73E-14
             1.22E-14  7.51E-15  4.97E-15  3.11E-15  1.51E-15  8.02E-16  3.97E-16  1.42E-16  6.09E-17
    99       3.23E-12  2.29E-12  1.45E-12  1.02E-12  7.22E-13  4.55E-13  3.21E-13  2.25E-13  1.38E-13  9.18E-14
             5.85E-14  2.90E-14  1.55E-14  7.65E-15  2.65E-15  1.10E-15  4.35E-16  1.20E-16  4.41E-17
   103       2.03E-12  1.43E-12  9.07E-13  6.41E-13  4.53E-13  2.87E-13  2.02E-13  1.42E-13  8.75E-14  5.88E-14
             3.77E-14  1.88E-14  1.01E-14  5.00E-15  1.74E-15  7.23E-16  2.86E-16  7.89E-17  2.90E-17
   106       5.07E-12  3.58E-12  2.26E-12  1.59E-12  1.12E-12  6.93E-13  4.74E-13  3.16E-13  1.72E-13  1.00E-13
             5.37E-14  2.05E-14  9.01E-15  3.69E-15  1.05E-15  3.89E-16  1.41E-16  3.64E-17  1.30E-17
   110       3.12E-12  2.21E-12  1.39E-12  9.81E-13  6.90E-13  4.28E-13  2.94E-13  1.96E-13  1.08E-13  6.32E-14
             3.41E-14  1.31E-14  5.78E-15  2.38E-15  6.76E-16  2.51E-16  9.13E-17  2.35E-17  8.37E-18
   111       3.19E-12  2.25E-12  1.42E-12  9.93E-13  6.91E-13  4.17E-13  2.74E-13  1.71E-13  8.18E-14  4.20E-14
             1.96E-14  6.27E-15  2.46E-15  9.26E-16  2.44E-16  8.77E-17  3.13E-17  7.95E-18  2.81E-18
   112       2.11E-12  1.49E-12  9.37E-13  6.57E-13  4.57E-13  2.76E-13  1.81E-13  1.13E-13  5.42E-14  2.78E-14
             1.30E-14  4.16E-15  1.63E-15  6.14E-16  1.62E-16  5.82E-17  2.07E-17  5.27E-18  1.87E-18
   121       5.38E-15  3.81E-15  2.41E-15  1.71E-15  1.22E-15  7.83E-16  5.67E-16  4.16E-16  2.79E-16  2.02E-16
             1.40E-16  7.61E-17  4.29E-17  2.19E-17  7.83E-18  3.30E-18  1.31E-18  3.66E-19  1.35E-19
   144       5.38E-15  3.80E-15  2.41E-15  1.70E-15  1.20E-15  7.60E-16  5.34E-16  3.71E-16  2.18E-16  1.36E-16
             7.77E-17  3.18E-17  1.45E-17  6.07E-18  1.76E-18  6.58E-19  2.40E-19  6.21E-20  2.21E-20
   145       8.96E-16  6.34E-16  4.02E-16  2.86E-16  2.04E-16  1.32E-16  9.66E-17  7.21E-17  5.00E-17  3.74E-17
             2.66E-17  1.49E-17  8.50E-18  4.38E-18  1.58E-18  6.69E-19  2.67E-19  7.45E-20  2.75E-20
