SEQ='NE'     NUCCHG=20                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 135776773.9   NPRNTI= 1   NPRNTF= 1
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 2.5)        0.0 

   LS RESOLVED TERM INDEXING            BWNR= 140541089.1   NTRM= 175
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   153     1    2S2 2P5 8G1         (3)5(16.0)  4556439.6 
   154     1    2S2 2P5 8G1         (1)5( 5.0)  4556439.6 
   155     1    2S2 2P5 8F1         (1)2( 2.0)  4556467.4 
   156     1    2S2 2P5 8H1         (3)4(13.0)  4556635.0 
   157     1    2S2 2P5 8H1         (1)4( 4.0)  4556635.0 
   158     1    2S2 2P5 8H1         (3)5(16.0)  4556635.0 
   159     1    2S2 2P5 8H1         (1)5( 5.0)  4556635.0 
   160     1    2S2 2P5 8H1         (3)6(19.0)  4556635.0 
   161     1    2S2 2P5 8H1         (1)6( 6.0)  4556635.0 
   162     1    2S2 2P5 8F1         (3)3(10.0)  4556715.4 
   163     1    2S2 2P5 8F1         (1)3( 3.0)  4556715.4 
   164     1    2S2 2P5 8I1         (3)5(16.0)  4556722.2 
   165     1    2S2 2P5 8I1         (1)5( 5.0)  4556722.2 
   166     1    2S2 2P5 8I1         (3)6(19.0)  4556722.2 
   167     1    2S2 2P5 8I1         (1)6( 6.0)  4556722.2 
   168     1    2S2 2P5 8I1         (3)7(22.0)  4556722.2 
   169     1    2S2 2P5 8I1         (1)7( 7.0)  4556722.2 
   170     1    2S2 2P5 8J1         (3)6(19.0)  4556766.8 
   171     1    2S2 2P5 8J1         (1)6( 6.0)  4556766.8 
   172     1    2S2 2P5 8J1         (3)7(22.0)  4556766.8 
   173     1    2S2 2P5 8J1         (1)7( 7.0)  4556766.8 
   174     1    2S2 2P5 8J1         (3)8(25.0)  4556766.8 
