SEQ='AL'     NUCCHG=20                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 144375973.8   NPRNTI= 4   NPRNTF=26
   ---------------------
   INDP         CODE                 S L   WI        WNP
   326     7    3P2 4D1             (4)3( 2.5)  1041505.1 
   327     8    3P2 4D1             (4)1( 2.5)  1042199.9 
   328     8    3P2 4D1             (4)1( 1.5)  1042897.6 
   329     6    3P2 4D1             (2)1( 0.5)  1042986.2 
   330     8    3P2 4D1             (4)3( 3.5)  1043044.4 
   331     6    3P2 4D1             (4)1( 0.5)  1043632.7 
   332     9    3P2 4D1             (4)3( 4.5)  1045540.0 
   333     2    3S1 3P1 5F1         (4)4( 2.5)  1046159.8 
   334     1    3S2 7F1             (2)3( 2.5)  1046373.8 
   335     1    3S2 7F1             (2)3( 3.5)  1046382.4 
   336     2    3S1 3P1 5F1         (4)3( 3.5)  1046448.0 
   337    13    3S1 3D1 4P1         (2)3( 3.5)  1046833.3 
   338    13    3S1 3D1 4P1         (2)3( 2.5)  1046915.3 
   339     3    3S1 3P1 5F1         (4)3( 1.5)  1047181.0 
   340     3    3S1 3P1 5F1         (4)3( 4.5)  1047333.6 
   341     3    3S1 3P1 5F1         (4)3( 2.5)  1047508.3 
   342     8    3P2 4D1             (2)1( 0.5)  1047726.0 
   343     1    3S2 7G1             (1)*( 3.5)  1047863.7 
   344     1    3S2 7G1             (1)*( 4.5)  1047863.7 
   345     3    3S1 3P1 5F1         (2)3( 3.5)  1047997.9 
   346     1    3S2 7H1             (1)*( 4.5)  1048132.0 
   347     1    3S2 7H1             (1)*( 5.5)  1048132.0 
   348     1    3S2 7I1             (1)*( 5.5)  1048251.7 
   349     1    3S2 7I1             (1)*( 6.5)  1048251.7 
   350     8    3P2 4D1             (4)2( 1.5)  1048844.6 
   351     3    3S1 3P1 5F1         (2)3( 2.5)  1048947.9 
   352     9    3P2 4D1             (4)2( 0.5)  1049331.2 
   353     8    3P2 4D1             (2)3( 2.5)  1049344.9 
   354     3    3S1 3P1 5F1         (4)4( 3.5)  1049533.2 
   355     9    3P2 4D1             (4)2( 2.5)  1049941.3 
