   5000    /W + 44 EMISSIVITY COEFFTS./
 1.08E-15 2.66E-13 1.40E-12 2.75E-12 3.32E-12 3.02E-12 2.48E-12
 1.08E-15 2.66E-13 1.40E-12 2.75E-12 3.32E-12 3.02E-12 2.48E-12
 1.08E-15 2.65E-13 1.39E-12 2.74E-12 3.31E-12 3.01E-12 2.48E-12
  47.532 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   41
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 3.05E-16 1.08E-13 8.52E-13 2.22E-12 3.32E-12 3.29E-12 2.88E-12
 3.05E-16 1.08E-13 8.52E-13 2.22E-12 3.31E-12 3.29E-12 2.88E-12
 3.04E-16 1.07E-13 8.49E-13 2.22E-12 3.30E-12 3.28E-12 2.87E-12
  64.513 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   42
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 1.19E-15 2.50E-13 1.28E-12 2.54E-12 3.17E-12 2.96E-12 2.52E-12
 1.19E-15 2.50E-13 1.28E-12 2.54E-12 3.17E-12 2.96E-12 2.52E-12
 1.19E-15 2.49E-13 1.28E-12 2.53E-12 3.16E-12 2.95E-12 2.51E-12
  77.780 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   43
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 1.59E-12 2.93E-12 3.07E-12 2.75E-12 2.12E-12 1.66E-12 1.28E-12
 1.59E-12 2.94E-12 3.07E-12 2.75E-12 2.12E-12 1.66E-12 1.28E-12
 1.60E-12 2.95E-12 3.08E-12 2.76E-12 2.13E-12 1.67E-12 1.28E-12
  72.394 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   44
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 6.28E-17 8.01E-14 7.59E-13 2.02E-12 3.03E-12 3.04E-12 2.71E-12
 6.28E-17 8.01E-14 7.59E-13 2.02E-12 3.03E-12 3.04E-12 2.71E-12
 6.29E-17 7.99E-14 7.56E-13 2.02E-12 3.02E-12 3.03E-12 2.70E-12
  71.870 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   45
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 6.94E-17 8.94E-14 8.14E-13 2.10E-12 3.01E-12 2.90E-12 2.47E-12
 6.94E-17 8.94E-14 8.14E-13 2.10E-12 3.01E-12 2.90E-12 2.47E-12
 6.92E-17 8.91E-14 8.11E-13 2.09E-12 3.00E-12 2.89E-12 2.46E-12
  27.555 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   46
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 7.19E-17 8.95E-14 7.99E-13 2.03E-12 2.88E-12 2.76E-12 2.33E-12
 7.19E-17 8.95E-14 7.99E-13 2.03E-12 2.88E-12 2.76E-12 2.33E-12
 7.17E-17 8.92E-14 7.96E-13 2.02E-12 2.87E-12 2.75E-12 2.32E-12
  71.897 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   47
 1.00E+12 1.00E+13 1.00E+15
