SEQ='AL'     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 724641922.8   NPRNTI= 2   NPRNTF=19
   --------------------
   INDP         CODE                 S L   WI        WNP
   331    16    3D2 4F1             (2)1( 2.5)  9140803.5 
   332     2    3S1 3P1 5F1         (2)4( 8.5)  9146690.1 
   333    17    3D2 4F1             (2)2( 4.5)  9150017.5 
   334     2    3S1 3P1 5F1         (2)2( 4.5)  9151739.4 
   335     2    3S1 3P1 5G1         (4)3(13.5)  9162947.0 
   336     2    3S1 3P1 5G1         (2)3( 6.5)  9162947.0 
   337     2    3S1 3P1 5G1         (4)4(17.5)  9162947.0 
   338     2    3S1 3P1 5G1         (2)4( 8.5)  9162947.0 
   339     2    3S1 3P1 5G1         (4)5(21.5)  9162947.0 
   340     2    3S1 3P1 5G1         (2)5(10.5)  9162947.0 
   341    17    3D2 4F1             (2)3( 6.5)  9170103.4 
   342    18    3D2 4F1             (2)5(10.5)  9177786.4 
   343    18    3D2 4F1             (2)2( 4.5)  9203297.1 
   344    18    3D2 4F1             (2)3( 6.5)  9212117.5 
   345    18    3D2 4F1             (2)1( 2.5)  9213588.9 
   346     3    3S1 3P1 5D1         (2)2( 4.5)  9216772.6 
   347     3    3S1 3P1 5D1         (2)3( 6.5)  9225213.4 
   348    18    3D2 4F1             (2)4( 8.5)  9229095.1 
   349     3    3S1 3P1 5D1         (2)1( 2.5)  9232409.1 
   350     3    3S1 3P1 5F1         (2)3( 6.5)  9317566.9 
   351    19    3D2 4F1             (2)3( 6.5)  9319460.4 
   352     3    3S1 3P1 5F1         (2)4( 8.5)  9326563.0 
   353     3    3S1 3P1 5F1         (2)2( 4.5)  9334737.9 
   354     4    3P2 5S1             (2)2( 4.5)  9359085.3 
   355     5    3P2 5S1             (2)1( 2.5)  9373060.1 
   356     4    3P2 5P1             (2)2( 4.5)  9461504.0 
   357     4    3P2 5P1             (2)3( 6.5)  9473480.2 
   358     4    3P2 5P1             (2)1( 2.5)  9479405.4 
   359     5    3P2 5P1             (2)2( 4.5)  9496133.0 
   360     5    3P2 5P1             (2)1( 2.5)  9511834.7 
   361     6    3P2 5S1             (2)0( 0.5)  9531603.8 
   362     7    3S1 3D1 5S1         (2)2( 4.5)  9615151.1 
   363     4    3P2 5D1             (2)3( 6.5)  9616720.1 
   364     4    3P2 5D1             (2)1( 2.5)  9623096.9 
   365     4    3P2 5D1             (2)2( 4.5)  9623341.3 
   366     4    3P2 5D1             (2)4( 8.5)  9630768.9 
   367     5    3P2 5D1             (2)3( 6.5)  9636730.6 
   368     5    3P2 5D1             (2)1( 2.5)  9639942.9 
   369     4    3P2 5D1             (2)0( 0.5)  9647388.7 
   370     6    3P2 5P1             (2)1( 2.5)  9647432.6 
   371     5    3P2 5D1             (2)2( 4.5)  9650937.2 
   372     1    3S2 6S1             (2)0( 0.5)  9679834.4 
   373     4    3P2 5F1             (2)4( 8.5)  9713772.1 
   374     7    3S1 3D1 5P1         (2)2( 4.5)  9716262.9 
   375     4    3P2 5F1             (2)3( 6.5)  9721283.9 
   376     4    3P2 5F1             (2)2( 4.5)  9724192.8 
   377     4    3P2 5F1             (2)5(10.5)  9731090.4 
   378     7    3S1 3D1 5P1         (2)3( 6.5)  9732478.6 
   379     7    3S1 3D1 5P1         (2)1( 2.5)  9739082.6 
   380     5    3P2 5F1             (2)2( 4.5)  9740909.3 
   381     5    3P2 5F1             (2)4( 8.5)  9746393.9 
   382     1    3S2 6P1             (2)1( 2.5)  9748321.3 
   383     8    3S1 3D1 5S1         (2)2( 4.5)  9749897.8 
   384     4    3P2 5F1             (2)1( 2.5)  9750564.5 
   385     5    3P2 5F1             (2)3( 6.5)  9763600.2 
   386     6    3P2 5D1             (2)2( 4.5)  9800478.7 
   387     1    3S2 6D1             (2)2( 4.5)  9833313.5 
