SEQ='NE'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 676174037.2   NPRNTI= 2   NPRNTF= 2
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 1.5)        0.0 
     2          2S2 2P5             (2)1( 0.5)   827428.5 

   IC RESOLVED LEVEL INDEXING           BWNR= 710508777.7   NLVL= 337
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   229       4.47E-13  3.16E-13  2.00E-13  1.41E-13  9.92E-14  6.21E-14  4.32E-14  2.97E-14  1.75E-14  1.13E-14
             6.89E-15  3.23E-15  1.66E-15  7.90E-16  2.64E-16  1.07E-16  4.15E-17  1.13E-17  4.12E-18
   230       6.16E-13  4.36E-13  2.75E-13  1.94E-13  1.37E-13  8.59E-14  5.99E-14  4.12E-14  2.44E-14  1.57E-14
             9.61E-15  4.51E-15  2.32E-15  1.10E-15  3.69E-16  1.50E-16  5.81E-17  1.58E-17  5.76E-18
   231       2.64E-13  1.87E-13  1.18E-13  8.33E-14  5.87E-14  3.68E-14  2.56E-14  1.77E-14  1.04E-14  6.73E-15
             4.12E-15  1.93E-15  9.96E-16  4.73E-16  1.58E-16  6.42E-17  2.49E-17  6.77E-18  2.47E-18
   232       4.39E-13  3.10E-13  1.96E-13  1.38E-13  9.76E-14  6.12E-14  4.27E-14  2.94E-14  1.74E-14  1.12E-14
             6.86E-15  3.22E-15  1.66E-15  7.88E-16  2.63E-16  1.07E-16  4.15E-17  1.13E-17  4.11E-18
   233       8.69E-14  6.14E-14  3.88E-14  2.74E-14  1.93E-14  1.21E-14  8.46E-15  5.84E-15  3.46E-15  2.23E-15
             1.37E-15  6.43E-16  3.31E-16  1.57E-16  5.26E-17  2.14E-17  8.29E-18  2.25E-18  8.22E-19
   234       9.91E-14  7.00E-14  4.42E-14  3.11E-14  2.18E-14  1.35E-14  9.15E-15  6.04E-15  3.23E-15  1.86E-15
             9.79E-16  3.67E-16  1.59E-16  6.42E-17  1.81E-17  6.66E-18  2.41E-18  6.20E-19  2.20E-19
   235       2.97E-13  2.10E-13  1.32E-13  9.31E-14  6.53E-14  4.03E-14  2.74E-14  1.81E-14  9.69E-15  5.57E-15
             2.94E-15  1.10E-15  4.76E-16  1.93E-16  5.41E-17  2.00E-17  7.24E-18  1.86E-18  6.61E-19
   236       6.91E-13  4.88E-13  3.08E-13  2.17E-13  1.52E-13  9.39E-14  6.39E-14  4.22E-14  2.26E-14  1.30E-14
             6.85E-15  2.56E-15  1.11E-15  4.49E-16  1.26E-16  4.66E-17  1.69E-17  4.34E-18  1.54E-18
   237       4.93E-13  3.49E-13  2.20E-13  1.55E-13  1.09E-13  6.70E-14  4.56E-14  3.01E-14  1.61E-14  9.27E-15
             4.89E-15  1.83E-15  7.92E-16  3.21E-16  9.02E-17  3.33E-17  1.21E-17  3.10E-18  1.10E-18
   238       8.86E-13  6.26E-13  3.95E-13  2.78E-13  1.95E-13  1.20E-13  8.19E-14  5.41E-14  2.90E-14  1.67E-14
             8.79E-15  3.29E-15  1.43E-15  5.77E-16  1.62E-16  5.99E-17  2.17E-17  5.57E-18  1.98E-18
   239       4.92E-13  3.47E-13  2.19E-13  1.54E-13  1.08E-13  6.68E-14  4.55E-14  3.00E-14  1.61E-14  9.25E-15
             4.88E-15  1.83E-15  7.92E-16  3.21E-16  9.01E-17  3.33E-17  1.20E-17  3.10E-18  1.10E-18
   240       6.87E-13  4.85E-13  3.06E-13  2.15E-13  1.51E-13  9.33E-14  6.35E-14  4.20E-14  2.25E-14  1.29E-14
             6.83E-15  2.56E-15  1.11E-15  4.49E-16  1.26E-16  4.65E-17  1.69E-17  4.33E-18  1.54E-18
   241       2.92E-13  2.06E-13  1.30E-13  9.17E-14  6.43E-14  3.97E-14  2.71E-14  1.79E-14  9.61E-15  5.53E-15
             2.92E-15  1.09E-15  4.74E-16  1.92E-16  5.40E-17  1.99E-17  7.21E-18  1.85E-18  6.59E-19
   242       2.79E-13  1.97E-13  1.24E-13  8.69E-14  6.04E-14  3.63E-14  2.38E-14  1.48E-14  7.01E-15  3.57E-15
             1.65E-15  5.26E-16  2.06E-16  7.72E-17  2.03E-17  7.29E-18  2.60E-18  6.60E-19  2.34E-19
   243       8.36E-13  5.90E-13  3.71E-13  2.60E-13  1.81E-13  1.09E-13  7.14E-14  4.44E-14  2.10E-14  1.07E-14
             4.96E-15  1.58E-15  6.17E-16  2.32E-16  6.10E-17  2.19E-17  7.79E-18  1.98E-18  7.01E-19
   244       4.65E-13  3.28E-13  2.06E-13  1.45E-13  1.00E-13  6.05E-14  3.97E-14  2.47E-14  1.17E-14  5.95E-15
             2.76E-15  8.77E-16  3.43E-16  1.29E-16  3.39E-17  1.21E-17  4.33E-18  1.10E-18  3.89E-19
   245       6.49E-13  4.58E-13  2.88E-13  2.02E-13  1.40E-13  8.45E-14  5.55E-14  3.45E-14  1.63E-14  8.33E-15
             3.86E-15  1.23E-15  4.80E-16  1.80E-16  4.74E-17  1.70E-17  6.06E-18  1.54E-18  5.45E-19
   246       1.02E-12  7.20E-13  4.53E-13  3.17E-13  2.21E-13  1.33E-13  8.71E-14  5.42E-14  2.57E-14  1.31E-14
             6.06E-15  1.93E-15  7.54E-16  2.83E-16  7.45E-17  2.67E-17  9.52E-18  2.42E-18  8.56E-19
   247       6.49E-13  4.58E-13  2.88E-13  2.02E-13  1.40E-13  8.44E-14  5.54E-14  3.44E-14  1.63E-14  8.32E-15
             3.85E-15  1.23E-15  4.79E-16  1.80E-16  4.74E-17  1.70E-17  6.05E-18  1.54E-18  5.45E-19
   248       4.63E-13  3.27E-13  2.06E-13  1.44E-13  1.00E-13  6.03E-14  3.96E-14  2.46E-14  1.17E-14  5.94E-15
             2.75E-15  8.76E-16  3.42E-16  1.28E-16  3.38E-17  1.21E-17  4.32E-18  1.10E-18  3.89E-19
   249       8.33E-13  5.88E-13  3.70E-13  2.59E-13  1.80E-13  1.08E-13  7.12E-14  4.43E-14  2.10E-14  1.07E-14
             4.95E-15  1.58E-15  6.16E-16  2.31E-16  6.09E-17  2.18E-17  7.78E-18  1.98E-18  7.00E-19
   250       3.91E-13  2.76E-13  1.73E-13  1.20E-13  8.24E-14  4.79E-14  3.00E-14  1.74E-14  7.30E-15  3.37E-15
             1.42E-15  4.12E-16  1.54E-16  5.59E-17  1.44E-17  5.12E-18  1.82E-18  4.61E-19  1.63E-19
   251       5.48E-13  3.86E-13  2.42E-13  1.68E-13  1.15E-13  6.71E-14  4.20E-14  2.43E-14  1.02E-14  4.72E-15
             1.99E-15  5.77E-16  2.15E-16  7.83E-17  2.02E-17  7.17E-18  2.54E-18  6.45E-19  2.28E-19
   252       7.04E-13  4.96E-13  3.11E-13  2.16E-13  1.48E-13  8.62E-14  5.39E-14  3.13E-14  1.31E-14  6.07E-15
             2.56E-15  7.42E-16  2.77E-16  1.01E-16  2.59E-17  9.22E-18  3.27E-18  8.29E-19  2.93E-19
   253       8.61E-13  6.06E-13  3.80E-13  2.64E-13  1.81E-13  1.05E-13  6.59E-14  3.82E-14  1.61E-14  7.41E-15
             3.13E-15  9.07E-16  3.38E-16  1.23E-16  3.17E-17  1.13E-17  4.00E-18  1.01E-18  3.58E-19
   254       5.48E-13  3.86E-13  2.42E-13  1.68E-13  1.15E-13  6.71E-14  4.20E-14  2.43E-14  1.02E-14  4.72E-15
             1.99E-15  5.77E-16  2.15E-16  7.83E-17  2.02E-17  7.17E-18  2.54E-18  6.45E-19  2.28E-19
   255       7.04E-13  4.96E-13  3.11E-13  2.16E-13  1.48E-13  8.62E-14  5.39E-14  3.13E-14  1.31E-14  6.07E-15
             2.56E-15  7.42E-16  2.77E-16  1.01E-16  2.59E-17  9.22E-18  3.27E-18  8.29E-19  2.93E-19
   256       8.61E-13  6.06E-13  3.80E-13  2.64E-13  1.81E-13  1.05E-13  6.59E-14  3.82E-14  1.61E-14  7.41E-15
             3.13E-15  9.07E-16  3.38E-16  1.23E-16  3.17E-17  1.13E-17  4.00E-18  1.01E-18  3.58E-19
   257       1.02E-12  7.17E-13  4.49E-13  3.12E-13  2.14E-13  1.25E-13  7.79E-14  4.52E-14  1.90E-14  8.76E-15
             3.70E-15  1.07E-15  4.00E-16  1.45E-16  3.74E-17  1.33E-17  4.72E-18  1.20E-18  4.24E-19
   258       3.82E-13  2.69E-13  1.67E-13  1.15E-13  7.76E-14  4.31E-14  2.55E-14  1.37E-14  5.18E-15  2.22E-15
             8.83E-16  2.43E-16  8.85E-17  3.18E-17  8.12E-18  2.88E-18  1.02E-18  2.58E-19  9.14E-20
   259       4.91E-13  3.45E-13  2.15E-13  1.48E-13  9.97E-14  5.54E-14  3.28E-14  1.77E-14  6.66E-15  2.85E-15
             1.14E-15  3.12E-16  1.14E-16  4.09E-17  1.04E-17  3.70E-18  1.31E-18  3.32E-19  1.17E-19
   260       6.00E-13  4.22E-13  2.63E-13  1.81E-13  1.22E-13  6.77E-14  4.01E-14  2.16E-14  8.14E-15  3.49E-15
             1.39E-15  3.82E-16  1.39E-16  5.00E-17  1.28E-17  4.53E-18  1.60E-18  4.06E-19  1.44E-19
   261       7.09E-13  4.99E-13  3.10E-13  2.14E-13  1.44E-13  8.00E-14  4.73E-14  2.55E-14  9.62E-15  4.12E-15
             1.64E-15  4.51E-16  1.64E-16  5.90E-17  1.51E-17  5.35E-18  1.89E-18  4.80E-19  1.70E-19
   262       4.91E-13  3.45E-13  2.15E-13  1.48E-13  9.97E-14  5.54E-14  3.28E-14  1.77E-14  6.66E-15  2.85E-15
             1.14E-15  3.12E-16  1.14E-16  4.09E-17  1.04E-17  3.70E-18  1.31E-18  3.32E-19  1.17E-19
   263       6.00E-13  4.22E-13  2.63E-13  1.81E-13  1.22E-13  6.77E-14  4.01E-14  2.16E-14  8.14E-15  3.49E-15
             1.39E-15  3.82E-16  1.39E-16  5.00E-17  1.28E-17  4.53E-18  1.60E-18  4.06E-19  1.44E-19
   264       7.09E-13  4.99E-13  3.10E-13  2.14E-13  1.44E-13  8.00E-14  4.73E-14  2.55E-14  9.62E-15  4.12E-15
             1.64E-15  4.51E-16  1.64E-16  5.90E-17  1.51E-17  5.35E-18  1.89E-18  4.80E-19  1.70E-19
   265       8.18E-13  5.75E-13  3.58E-13  2.47E-13  1.66E-13  9.23E-14  5.46E-14  2.94E-14  1.11E-14  4.76E-15
             1.89E-15  5.20E-16  1.90E-16  6.81E-17  1.74E-17  6.17E-18  2.19E-18  5.54E-19  1.96E-19
   266       2.43E-13  1.71E-13  1.05E-13  7.16E-14  4.71E-14  2.48E-14  1.38E-14  6.95E-15  2.39E-15  9.70E-16
             3.71E-16  9.90E-17  3.57E-17  1.27E-17  3.24E-18  1.15E-18  4.06E-19  1.03E-19  3.64E-20
   267       2.97E-13  2.08E-13  1.29E-13  8.75E-14  5.76E-14  3.03E-14  1.69E-14  8.49E-15  2.92E-15  1.19E-15
             4.54E-16  1.21E-16  4.36E-17  1.56E-17  3.96E-18  1.40E-18  4.97E-19  1.26E-19  4.44E-20
   268       3.51E-13  2.46E-13  1.52E-13  1.03E-13  6.80E-14  3.58E-14  2.00E-14  1.00E-14  3.46E-15  1.40E-15
             5.36E-16  1.43E-16  5.15E-17  1.84E-17  4.68E-18  1.66E-18  5.87E-19  1.49E-19  5.25E-20
   269       4.05E-13  2.84E-13  1.75E-13  1.19E-13  7.85E-14  4.13E-14  2.30E-14  1.16E-14  3.99E-15  1.62E-15
             6.19E-16  1.65E-16  5.95E-17  2.12E-17  5.40E-18  1.91E-18  6.77E-19  1.71E-19  6.06E-20
   270       2.97E-13  2.08E-13  1.29E-13  8.75E-14  5.76E-14  3.03E-14  1.69E-14  8.49E-15  2.92E-15  1.19E-15
             4.54E-16  1.21E-16  4.36E-17  1.56E-17  3.96E-18  1.40E-18  4.97E-19  1.26E-19  4.44E-20
   271       3.51E-13  2.46E-13  1.52E-13  1.03E-13  6.80E-14  3.58E-14  2.00E-14  1.00E-14  3.46E-15  1.40E-15
             5.36E-16  1.43E-16  5.15E-17  1.84E-17  4.68E-18  1.66E-18  5.87E-19  1.49E-19  5.25E-20
   272       4.05E-13  2.84E-13  1.75E-13  1.19E-13  7.85E-14  4.13E-14  2.30E-14  1.16E-14  3.99E-15  1.62E-15
             6.19E-16  1.65E-16  5.95E-17  2.12E-17  5.40E-18  1.91E-18  6.77E-19  1.71E-19  6.06E-20
   273       4.59E-13  3.22E-13  1.99E-13  1.35E-13  8.90E-14  4.68E-14  2.61E-14  1.31E-14  4.52E-15  1.83E-15
             7.01E-16  1.87E-16  6.74E-17  2.41E-17  6.12E-18  2.17E-18  7.67E-19  1.94E-19  6.87E-20
   274       7.80E-14  5.45E-14  3.33E-14  2.23E-14  1.42E-14  7.06E-15  3.71E-15  1.75E-15  5.62E-16  2.19E-16
             8.18E-17  2.14E-17  7.67E-18  2.73E-18  6.93E-19  2.45E-19  8.68E-20  2.20E-20  7.77E-21
   275       9.22E-14  6.44E-14  3.93E-14  2.63E-14  1.68E-14  8.35E-15  4.39E-15  2.07E-15  6.64E-16  2.59E-16
             9.67E-17  2.53E-17  9.07E-18  3.23E-18  8.19E-19  2.90E-19  1.03E-19  2.60E-20  9.18E-21
   276       1.06E-13  7.43E-14  4.54E-14  3.04E-14  1.94E-14  9.63E-15  5.06E-15  2.39E-15  7.66E-16  2.99E-16
             1.12E-16  2.92E-17  1.05E-17  3.72E-18  9.45E-19  3.35E-19  1.18E-19  3.00E-20  1.06E-20
   277       1.21E-13  8.42E-14  5.14E-14  3.44E-14  2.20E-14  1.09E-14  5.73E-15  2.71E-15  8.68E-16  3.39E-16
             1.26E-16  3.31E-17  1.19E-17  4.22E-18  1.07E-18  3.79E-19  1.34E-19  3.39E-20  1.20E-20
   278       9.22E-14  6.44E-14  3.93E-14  2.63E-14  1.68E-14  8.35E-15  4.39E-15  2.07E-15  6.64E-16  2.59E-16
             9.67E-17  2.53E-17  9.07E-18  3.23E-18  8.19E-19  2.90E-19  1.03E-19  2.60E-20  9.18E-21
   279       1.06E-13  7.43E-14  4.54E-14  3.04E-14  1.94E-14  9.63E-15  5.06E-15  2.39E-15  7.66E-16  2.99E-16
             1.12E-16  2.92E-17  1.05E-17  3.72E-18  9.45E-19  3.35E-19  1.18E-19  3.00E-20  1.06E-20
   280       1.21E-13  8.42E-14  5.14E-14  3.44E-14  2.20E-14  1.09E-14  5.73E-15  2.71E-15  8.68E-16  3.39E-16
             1.26E-16  3.31E-17  1.19E-17  4.22E-18  1.07E-18  3.79E-19  1.34E-19  3.39E-20  1.20E-20
   281       1.35E-13  9.41E-14  5.75E-14  3.85E-14  2.46E-14  1.22E-14  6.41E-15  3.03E-15  9.70E-16  3.78E-16
             1.41E-16  3.70E-17  1.33E-17  4.71E-18  1.20E-18  4.24E-19  1.50E-19  3.79E-20  1.34E-20
   283       2.26E-19  1.60E-19  1.03E-19  7.38E-20  5.39E-20  3.71E-20  2.90E-20  2.34E-20  1.77E-20  1.39E-20
             1.05E-20  6.61E-21  4.34E-21  2.66E-21  1.23E-21  6.34E-22  3.04E-22  1.05E-22  4.41E-23
   284       3.80E-19  2.70E-19  1.73E-19  1.24E-19  9.09E-20  6.24E-20  4.87E-20  3.88E-20  2.83E-20  2.10E-20
             1.44E-20  7.48E-21  4.05E-21  1.99E-21  6.81E-22  2.80E-22  1.09E-22  2.99E-23  1.09E-23
   285       3.19E-18  2.27E-18  1.45E-18  1.04E-18  7.63E-19  5.25E-19  4.10E-19  3.27E-19  2.39E-19  1.78E-19
             1.22E-19  6.35E-20  3.44E-20  1.69E-20  5.78E-21  2.38E-21  9.29E-22  2.54E-22  9.29E-23
   286       1.57E-18  1.11E-18  7.11E-19  5.12E-19  3.75E-19  2.58E-19  2.02E-19  1.62E-19  1.18E-19  8.82E-20
             6.05E-20  3.15E-20  1.71E-20  8.39E-21  2.88E-21  1.18E-21  4.62E-22  1.26E-22  4.62E-23
   287       4.10E-19  2.91E-19  1.86E-19  1.34E-19  9.81E-20  6.75E-20  5.29E-20  4.23E-20  3.10E-20  2.31E-20
             1.58E-20  8.25E-21  4.47E-21  2.20E-21  7.53E-22  3.10E-22  1.21E-22  3.31E-23  1.21E-23
   288       8.07E-19  5.72E-19  3.66E-19  2.63E-19  1.92E-19  1.30E-19  9.90E-20  7.52E-20  4.89E-20  3.18E-20
             1.85E-20  7.56E-21  3.41E-21  1.42E-21  4.06E-22  1.51E-22  5.50E-23  1.42E-23  5.04E-24
   289       2.44E-18  1.73E-18  1.11E-18  7.96E-19  5.80E-19  3.94E-19  3.00E-19  2.29E-19  1.49E-19  9.69E-20
             5.64E-20  2.30E-20  1.04E-20  4.32E-21  1.24E-21  4.61E-22  1.68E-22  4.32E-23  1.54E-23
   290       1.15E-18  8.13E-19  5.20E-19  3.74E-19  2.72E-19  1.85E-19  1.41E-19  1.07E-19  6.98E-20  4.55E-20
             2.65E-20  1.08E-20  4.89E-21  2.03E-21  5.83E-22  2.17E-22  7.88E-23  2.03E-23  7.23E-24
   291       7.92E-18  5.62E-18  3.59E-18  2.58E-18  1.88E-18  1.28E-18  9.74E-19  7.42E-19  4.83E-19  3.15E-19
             1.83E-19  7.48E-20  3.38E-20  1.40E-20  4.03E-21  1.50E-21  5.45E-22  1.40E-22  5.00E-23
   292       5.13E-19  3.63E-19  2.32E-19  1.66E-19  1.20E-19  7.90E-20  5.76E-20  4.06E-20  2.27E-20  1.28E-20
             6.38E-21  2.17E-21  8.72E-22  3.33E-22  8.86E-23  3.19E-23  1.14E-23  2.90E-24  1.03E-24
   293       5.17E-19  3.66E-19  2.34E-19  1.67E-19  1.21E-19  7.97E-20  5.81E-20  4.10E-20  2.29E-20  1.29E-20
             6.44E-21  2.19E-21  8.80E-22  3.36E-22  8.94E-23  3.22E-23  1.15E-23  2.93E-24  1.04E-24
   294       1.17E-18  8.32E-19  5.30E-19  3.79E-19  2.74E-19  1.81E-19  1.32E-19  9.30E-20  5.19E-20  2.93E-20
             1.46E-20  4.97E-21  2.00E-21  7.63E-22  2.03E-22  7.32E-23  2.61E-23  6.65E-24  2.36E-24
   295       5.36E-19  3.80E-19  2.42E-19  1.74E-19  1.25E-19  8.27E-20  6.03E-20  4.25E-20  2.38E-20  1.34E-20
             6.70E-21  2.27E-21  9.15E-22  3.49E-22  9.30E-23  3.35E-23  1.20E-23  3.04E-24  1.08E-24
   309       4.20E-20  2.99E-20  1.94E-20  1.42E-20  1.07E-20  7.92E-21  6.68E-21  5.79E-21  4.72E-21  3.84E-21
             2.94E-21  1.88E-21  1.24E-21  7.58E-22  3.53E-22  1.81E-22  8.68E-23  2.99E-23  1.26E-23
   310       6.96E-20  4.96E-20  3.21E-20  2.35E-20  1.78E-20  1.32E-20  1.11E-20  9.54E-21  7.50E-21  5.76E-21
             4.02E-21  2.12E-21  1.15E-21  5.66E-22  1.94E-22  7.99E-23  3.12E-23  8.54E-24  3.12E-24
   311       5.71E-19  4.07E-19  2.63E-19  1.93E-19  1.46E-19  1.08E-19  9.15E-20  7.89E-20  6.21E-20  4.78E-20
             3.33E-20  1.76E-20  9.55E-21  4.70E-21  1.61E-21  6.64E-22  2.59E-22  7.10E-23  2.59E-23
   312       2.92E-19  2.08E-19  1.35E-19  9.90E-20  7.50E-20  5.57E-20  4.71E-20  4.07E-20  3.21E-20  2.47E-20
             1.73E-20  9.11E-21  4.96E-21  2.44E-21  8.38E-22  3.45E-22  1.35E-22  3.69E-23  1.35E-23
   313       7.67E-20  5.47E-20  3.54E-20  2.60E-20  1.97E-20  1.46E-20  1.24E-20  1.07E-20  8.45E-21  6.50E-21
             4.54E-21  2.40E-21  1.30E-21  6.42E-22  2.20E-22  9.06E-23  3.54E-23  9.69E-24  3.54E-24
   314       1.50E-19  1.07E-19  6.91E-20  5.07E-20  3.82E-20  2.80E-20  2.30E-20  1.89E-20  1.32E-20  8.90E-21
             5.27E-21  2.18E-21  9.90E-22  4.13E-22  1.19E-22  4.42E-23  1.61E-23  4.14E-24  1.47E-24
   315       4.56E-19  3.25E-19  2.10E-19  1.54E-19  1.16E-19  8.53E-20  7.03E-20  5.77E-20  4.04E-20  2.72E-20
             1.61E-20  6.69E-21  3.03E-21  1.26E-21  3.63E-22  1.35E-22  4.92E-23  1.27E-23  4.52E-24
   316       2.15E-19  1.53E-19  9.91E-20  7.27E-20  5.48E-20  4.03E-20  3.32E-20  2.72E-20  1.91E-20  1.28E-20
             7.62E-21  3.16E-21  1.43E-21  5.97E-22  1.72E-22  6.39E-23  2.33E-23  5.99E-24  2.13E-24
   317       1.46E-18  1.04E-18  6.75E-19  4.95E-19  3.74E-19  2.74E-19  2.26E-19  1.86E-19  1.30E-19  8.76E-20
             5.20E-20  2.15E-20  9.77E-21  4.07E-21  1.17E-21  4.36E-22  1.59E-22  4.09E-23  1.46E-23
   318       1.01E-19  7.19E-20  4.64E-20  3.39E-20  2.54E-20  1.81E-20  1.42E-20  1.07E-20  6.42E-21  3.74E-21
             1.90E-21  6.55E-22  2.65E-22  1.01E-22  2.71E-23  9.76E-24  3.48E-24  8.87E-25  3.14E-25
   319       1.03E-19  7.33E-20  4.74E-20  3.46E-20  2.59E-20  1.84E-20  1.45E-20  1.09E-20  6.55E-21  3.82E-21
             1.95E-21  6.69E-22  2.71E-22  1.04E-22  2.77E-23  9.97E-24  3.56E-24  9.06E-25  3.21E-25
   320       2.31E-19  1.65E-19  1.06E-19  7.77E-20  5.81E-20  4.14E-20  3.25E-20  2.46E-20  1.47E-20  8.59E-21
             4.37E-21  1.51E-21  6.09E-22  2.33E-22  6.22E-23  2.24E-23  8.01E-24  2.04E-24  7.22E-25
   321       1.05E-19  7.51E-20  4.85E-20  3.54E-20  2.65E-20  1.89E-20  1.48E-20  1.12E-20  6.72E-21  3.92E-21
             2.00E-21  6.87E-22  2.78E-22  1.06E-22  2.84E-23  1.02E-23  3.65E-24  9.30E-25  3.29E-25

                                                                                     --------------------------
                                                                                     PRTF= 1  LVLPRT= (2P  1.5)
   ILREP
   -----
     3       1.89E-11  1.33E-11  8.43E-12  5.95E-12  4.20E-12  2.64E-12  1.85E-12  1.28E-12  7.69E-13  5.03E-13
             3.13E-13  1.50E-13  7.82E-14  3.75E-14  1.26E-14  5.14E-15  2.00E-15  5.45E-16  1.99E-16
     4       9.65E-12  6.82E-12  4.31E-12  3.05E-12  2.16E-12  1.36E-12  9.64E-13  6.81E-13  4.29E-13  3.00E-13
             2.07E-13  1.22E-13  7.79E-14  4.68E-14  2.15E-14  1.10E-14  5.25E-15  1.80E-15  7.58E-16
     5       3.31E-11  2.34E-11  1.48E-11  1.04E-11  7.37E-12  4.64E-12  3.25E-12  2.26E-12  1.36E-12  8.95E-13
             5.58E-13  2.68E-13  1.40E-13  6.72E-14  2.26E-14  9.23E-15  3.59E-15  9.78E-16  3.57E-16
     6       3.64E-11  2.57E-11  1.62E-11  1.14E-11  8.02E-12  4.97E-12  3.40E-12  2.26E-12  1.22E-12  7.10E-13
             3.78E-13  1.43E-13  6.24E-14  2.54E-14  7.17E-15  2.65E-15  9.60E-16  2.47E-16  8.78E-17
     7       4.16E-12  2.94E-12  1.86E-12  1.31E-12  9.29E-13  5.87E-13  4.15E-13  2.93E-13  1.84E-13  1.28E-13
             8.77E-14  5.10E-14  3.23E-14  1.93E-14  8.81E-15  4.49E-15  2.14E-15  7.34E-16  3.08E-16
     8       1.44E-11  1.02E-11  6.45E-12  4.55E-12  3.22E-12  2.02E-12  1.42E-12  9.89E-13  5.97E-13  3.92E-13
             2.44E-13  1.17E-13  6.09E-14  2.92E-14  9.80E-15  3.99E-15  1.55E-15  4.23E-16  1.54E-16
     9       2.18E-11  1.54E-11  9.71E-12  6.84E-12  4.80E-12  2.98E-12  2.04E-12  1.35E-12  7.35E-13  4.27E-13
             2.28E-13  8.62E-14  3.75E-14  1.53E-14  4.30E-15  1.59E-15  5.76E-16  1.48E-16  5.27E-17
    10       1.46E-11  1.03E-11  6.48E-12  4.54E-12  3.16E-12  1.90E-12  1.25E-12  7.82E-13  3.74E-13  1.92E-13
             8.92E-14  2.85E-14  1.12E-14  4.20E-15  1.11E-15  3.98E-16  1.42E-16  3.60E-17  1.28E-17
    11       2.22E-12  1.57E-12  9.92E-13  7.01E-13  4.96E-13  3.13E-13  2.21E-13  1.55E-13  9.68E-14  6.69E-14
             4.54E-14  2.62E-14  1.64E-14  9.77E-15  4.44E-15  2.26E-15  1.08E-15  3.69E-16  1.55E-16
    12       7.69E-12  5.43E-12  3.43E-12  2.43E-12  1.71E-12  1.08E-12  7.56E-13  5.26E-13  3.16E-13  2.07E-13
             1.28E-13  6.12E-14  3.18E-14  1.52E-14  5.08E-15  2.07E-15  8.04E-16  2.19E-16  7.98E-17
    13       1.30E-11  9.17E-12  5.79E-12  4.08E-12  2.86E-12  1.77E-12  1.21E-12  8.07E-13  4.37E-13  2.54E-13
             1.35E-13  5.10E-14  2.22E-14  9.01E-15  2.54E-15  9.37E-16  3.40E-16  8.73E-17  3.10E-17
    14       1.28E-11  9.06E-12  5.70E-12  4.00E-12  2.78E-12  1.68E-12  1.10E-12  6.89E-13  3.29E-13  1.68E-13
             7.83E-14  2.50E-14  9.81E-15  3.68E-15  9.71E-16  3.48E-16  1.24E-16  3.16E-17  1.12E-17
    15       6.86E-12  4.83E-12  3.03E-12  2.11E-12  1.44E-12  8.40E-13  5.26E-13  3.06E-13  1.29E-13  5.96E-14
             2.52E-14  7.31E-15  2.73E-15  9.92E-16  2.56E-16  9.10E-17  3.23E-17  8.18E-18  2.89E-18
    16       1.34E-12  9.50E-13  6.01E-13  4.25E-13  3.00E-13  1.89E-13  1.33E-13  9.33E-14  5.77E-14  3.95E-14
             2.66E-14  1.52E-14  9.49E-15  5.62E-15  2.55E-15  1.29E-15  6.16E-16  2.11E-16  8.85E-17
    17       4.64E-12  3.28E-12  2.07E-12  1.46E-12  1.03E-12  6.49E-13  4.55E-13  3.16E-13  1.89E-13  1.23E-13
             7.58E-14  3.60E-14  1.86E-14  8.87E-15  2.97E-15  1.21E-15  4.69E-16  1.28E-16  4.65E-17
    18       8.24E-12  5.82E-12  3.67E-12  2.59E-12  1.82E-12  1.13E-12  7.69E-13  5.11E-13  2.76E-13  1.60E-13
             8.47E-14  3.19E-14  1.38E-14  5.62E-15  1.58E-15  5.84E-16  2.12E-16  5.44E-17  1.93E-17
    19       9.56E-12  6.75E-12  4.25E-12  2.98E-12  2.07E-12  1.25E-12  8.21E-13  5.12E-13  2.44E-13  1.25E-13
             5.80E-14  1.85E-14  7.24E-15  2.72E-15  7.17E-16  2.57E-16  9.16E-17  2.33E-17  8.24E-18
    20       7.81E-12  5.50E-12  3.45E-12  2.40E-12  1.65E-12  9.57E-13  6.00E-13  3.48E-13  1.47E-13  6.78E-14
             2.87E-14  8.31E-15  3.10E-15  1.13E-15  2.91E-16  1.03E-16  3.67E-17  9.30E-18  3.29E-18
    21       3.38E-12  2.38E-12  1.48E-12  1.02E-12  6.86E-13  3.81E-13  2.26E-13  1.22E-13  4.59E-14  1.97E-14
             7.83E-15  2.15E-15  7.85E-16  2.82E-16  7.21E-17  2.56E-17  9.05E-18  2.29E-18  8.11E-19
    22       8.86E-13  6.26E-13  3.96E-13  2.80E-13  1.97E-13  1.24E-13  8.72E-14  6.08E-14  3.73E-14  2.53E-14
             1.70E-14  9.60E-15  5.97E-15  3.53E-15  1.60E-15  8.09E-16  3.85E-16  1.32E-16  5.52E-17
    23       3.04E-12  2.15E-12  1.36E-12  9.60E-13  6.77E-13  4.25E-13  2.97E-13  2.05E-13  1.22E-13  7.91E-14
