SEQ='N '     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 551357853.5   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
    37       2.28E-24  8.38E-25  2.18E-25  7.78E-26  2.77E-26  7.02E-27  2.48E-27  8.79E-28  2.22E-28  7.86E-29
             2.78E-29  7.04E-30  2.49E-30  8.80E-31  2.23E-31  7.87E-32  2.78E-32  7.04E-33  2.49E-33
    38       8.01E-25  2.91E-25  7.48E-26  2.66E-26  9.44E-27  2.39E-27  8.46E-28  2.99E-28  7.57E-29  2.68E-29
             9.47E-30  2.40E-30  8.47E-31  2.99E-31  7.57E-32  2.68E-32  9.47E-33  2.40E-33  8.47E-34
    39       3.89E-25  1.40E-25  3.58E-26  1.27E-26  4.51E-27  1.14E-27  4.04E-28  1.43E-28  3.61E-29  1.28E-29
             4.52E-30  1.14E-30  4.04E-31  1.43E-31  3.61E-32  1.28E-32  4.52E-33  1.14E-33  4.04E-34
    40       1.33E-25  4.73E-26  1.20E-26  4.26E-27  1.51E-27  3.82E-28  1.35E-28  4.78E-29  1.21E-29  4.27E-30
             1.51E-30  3.82E-31  1.35E-31  4.78E-32  1.21E-32  4.27E-33  1.51E-33  3.82E-34  1.35E-34
    41       8.08E-26  2.87E-26  7.29E-27  2.58E-27  9.13E-28  2.31E-28  8.17E-29  2.89E-29  7.31E-30  2.59E-30
             9.14E-31  2.31E-31  8.17E-32  2.89E-32  7.31E-33  2.59E-33  9.14E-34  2.31E-34  8.17E-35
    42       4.08E-26  1.44E-26  3.65E-27  1.29E-27  4.57E-28  1.16E-28  4.09E-29  1.45E-29  3.66E-30  1.29E-30
             4.57E-31  1.16E-31  4.09E-32  1.45E-32  3.66E-33  1.29E-33  4.57E-34  1.16E-34  4.09E-35


 -----------------------------------------
 PRTF= 3  TRMPRT= (1S)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     2       6.75E-11  4.77E-11  3.01E-11  2.13E-11  1.50E-11  9.44E-12  6.60E-12  4.57E-12  2.73E-12  1.77E-12
             1.09E-12  5.17E-13  2.67E-13  1.28E-13  4.30E-14  1.77E-14  6.96E-15  1.93E-15  7.17E-16
     3       7.04E-11  4.98E-11  3.14E-11  2.22E-11  1.56E-11  9.76E-12  6.77E-12  4.62E-12  2.67E-12  1.68E-12
             1.00E-12  4.63E-13  2.42E-13  1.19E-13  4.36E-14  1.94E-14  8.28E-15  2.55E-15  1.01E-15
     4       5.68E-11  4.01E-11  2.53E-11  1.78E-11  1.25E-11  7.73E-12  5.28E-12  3.52E-12  1.93E-12  1.16E-12
             6.52E-13  2.80E-13  1.38E-13  6.52E-14  2.26E-14  9.74E-15  4.06E-15  1.22E-15  4.77E-16
     5       4.52E-11  3.19E-11  2.01E-11  1.41E-11  9.85E-12  6.02E-12  4.04E-12  2.62E-12  1.37E-12  7.87E-13
             4.25E-13  1.73E-13  8.26E-14  3.79E-14  1.28E-14  5.41E-15  2.23E-15  6.62E-16  2.57E-16
     6       3.75E-11  2.65E-11  1.66E-11  1.17E-11  8.10E-12  4.88E-12  3.22E-12  2.03E-12  1.02E-12  5.64E-13
             2.94E-13  1.15E-13  5.35E-14  2.41E-14  7.95E-15  3.33E-15  1.36E-15  4.01E-16  1.55E-16
     7       3.21E-11  2.27E-11  1.42E-11  9.93E-12  6.85E-12  4.06E-12  2.63E-12  1.62E-12  7.82E-13  4.20E-13
             2.13E-13  8.06E-14  3.69E-14  1.63E-14  5.31E-15  2.20E-15  8.94E-16  2.62E-16  1.01E-16
     8       2.81E-11  1.98E-11  1.24E-11  8.63E-12  5.91E-12  3.45E-12  2.19E-12  1.32E-12  6.15E-13  3.22E-13
             1.60E-13  5.89E-14  2.66E-14  1.16E-14  3.73E-15  1.54E-15  6.21E-16  1.81E-16  6.95E-17
     9       2.50E-11  1.76E-11  1.10E-11  7.61E-12  5.18E-12  2.97E-12  1.86E-12  1.09E-12  4.95E-13  2.53E-13
             1.23E-13  4.45E-14  1.98E-14  8.57E-15  2.73E-15  1.12E-15  4.49E-16  1.30E-16  5.00E-17
    10       2.25E-11  1.58E-11  9.86E-12  6.80E-12  4.59E-12  2.59E-12  1.59E-12  9.18E-13  4.04E-13  2.03E-13
             9.72E-14  3.45E-14  1.52E-14  6.53E-15  2.06E-15  8.41E-16  3.36E-16  9.72E-17  3.72E-17
    11       2.05E-11  1.44E-11  8.93E-12  6.13E-12  4.10E-12  2.28E-12  1.37E-12  7.80E-13  3.35E-13  1.66E-13
             7.83E-14  2.74E-14  1.20E-14  5.09E-15  1.60E-15  6.49E-16  2.59E-16  7.46E-17  2.85E-17
    12       1.88E-11  1.32E-11  8.15E-12  5.56E-12  3.69E-12  2.02E-12  1.20E-12  6.69E-13  2.81E-13  1.37E-13
             6.40E-14  2.21E-14  9.58E-15  4.06E-15  1.26E-15  5.12E-16  2.04E-16  5.85E-17  2.23E-17
    13       1.73E-11  1.22E-11  7.48E-12  5.08E-12  3.35E-12  1.80E-12  1.05E-12  5.79E-13  2.39E-13  1.15E-13
             5.31E-14  1.81E-14  7.80E-15  3.29E-15  1.02E-15  4.11E-16  1.63E-16  4.68E-17  1.78E-17
    14       1.61E-11  1.13E-11  6.91E-12  4.67E-12  3.05E-12  1.61E-12  9.32E-13  5.05E-13  2.05E-13  9.75E-14
             4.46E-14  1.51E-14  6.45E-15  2.70E-15  8.34E-16  3.36E-16  1.33E-16  3.80E-17  1.45E-17
    15       1.51E-11  1.05E-11  6.43E-12  4.32E-12  2.80E-12  1.46E-12  8.31E-13  4.44E-13  1.77E-13  8.35E-14
             3.78E-14  1.27E-14  5.40E-15  2.25E-15  6.92E-16  2.78E-16  1.10E-16  3.14E-17  1.19E-17
    16       1.41E-11  9.86E-12  6.00E-12  4.01E-12  2.57E-12  1.32E-12  7.43E-13  3.92E-13  1.54E-13  7.19E-14
             3.23E-14  1.08E-14  4.56E-15  1.90E-15  5.80E-16  2.32E-16  9.17E-17  2.62E-17  9.94E-18
    17       1.25E-11  8.71E-12  5.25E-12  3.46E-12  2.19E-12  1.09E-12  6.00E-13  3.10E-13  1.19E-13  5.46E-14
             2.42E-14  7.96E-15  3.35E-15  1.38E-15  4.21E-16  1.68E-16  6.60E-17  1.88E-17  7.10E-18
    18       1.13E-11  7.80E-12  4.65E-12  3.03E-12  1.88E-12  9.18E-13  4.95E-13  2.51E-13  9.41E-14  4.27E-14
             1.87E-14  6.08E-15  2.54E-15  1.04E-15  3.16E-16  1.26E-16  4.93E-17  1.40E-17  5.27E-18
    19       1.02E-11  7.04E-12  4.16E-12  2.68E-12  1.64E-12  7.79E-13  4.12E-13  2.06E-13  7.58E-14  3.40E-14
             1.48E-14  4.76E-15  1.98E-15  8.09E-16  2.43E-16  9.66E-17  3.78E-17  1.07E-17  4.05E-18
    20       8.91E-12  6.10E-12  3.55E-12  2.25E-12  1.35E-12  6.21E-13  3.21E-13  1.57E-13  5.65E-14  2.50E-14
             1.08E-14  3.42E-15  1.41E-15  5.73E-16  1.71E-16  6.78E-17  2.64E-17  7.46E-18  2.82E-18
    21       7.61E-12  5.16E-12  2.94E-12  1.82E-12  1.06E-12  4.71E-13  2.38E-13  1.13E-13  3.99E-14  1.74E-14
             7.39E-15  2.32E-15  9.49E-16  3.84E-16  1.14E-16  4.49E-17  1.75E-17  4.91E-18  1.85E-18
    22       6.19E-12  4.14E-12  2.29E-12  1.37E-12  7.71E-13  3.27E-13  1.60E-13  7.43E-14  2.54E-14  1.09E-14
             4.57E-15  1.41E-15  5.73E-16  2.30E-16  6.78E-17  2.66E-17  1.03E-17  2.89E-18  1.09E-18
    23       5.48E-12  3.62E-12  1.96E-12  1.15E-12  6.36E-13  2.63E-13  1.26E-13  5.79E-14  1.95E-14  8.29E-15
             3.45E-15  1.06E-15  4.28E-16  1.71E-16  5.02E-17  1.96E-17  7.60E-18  2.13E-18  7.99E-19
    24       4.64E-12  3.02E-12  1.59E-12  9.09E-13  4.88E-13  1.95E-13  9.19E-14  4.14E-14  1.37E-14  5.76E-15
             2.38E-15  7.24E-16  2.91E-16  1.16E-16  3.38E-17  1.32E-17  5.08E-18  1.42E-18  5.31E-19
    25       4.20E-12  2.70E-12  1.39E-12  7.85E-13  4.15E-13  1.63E-13  7.58E-14  3.38E-14  1.11E-14  4.63E-15
             1.90E-15  5.76E-16  2.31E-16  9.15E-17  2.67E-17  1.04E-17  4.00E-18  1.11E-18  4.17E-19
    26       3.65E-12  2.31E-12  1.16E-12  6.39E-13  3.31E-13  1.27E-13  5.81E-14  2.56E-14  8.29E-15  3.44E-15
             1.40E-15  4.22E-16  1.68E-16  6.66E-17  1.93E-17  7.50E-18  2.88E-18  8.01E-19  3.00E-19
    27       3.20E-12  2.00E-12  9.77E-13  5.29E-13  2.69E-13  1.01E-13  4.56E-14  1.99E-14  6.37E-15  2.63E-15
             1.07E-15  3.19E-16  1.27E-16  5.00E-17  1.45E-17  5.61E-18  2.15E-18  5.97E-19  2.23E-19
    28       2.67E-12  1.63E-12  7.72E-13  4.07E-13  2.02E-13  7.39E-14  3.29E-14  1.42E-14  4.48E-15  1.83E-15
             7.40E-16  2.20E-16  8.69E-17  3.42E-17  9.84E-18  3.81E-18  1.46E-18  4.03E-19  1.50E-19
    29       2.18E-12  1.30E-12  5.94E-13  3.05E-13  1.48E-13  5.28E-14  2.31E-14  9.84E-15  3.07E-15  1.25E-15
             5.01E-16  1.48E-16  5.82E-17  2.28E-17  6.54E-18  2.52E-18  9.64E-19  2.66E-19  9.94E-20
    30       1.61E-12  9.21E-13  3.99E-13  1.98E-13  9.29E-14  3.21E-14  1.38E-14  5.77E-15  1.77E-15  7.13E-16
             2.84E-16  8.30E-17  3.25E-17  1.27E-17  3.62E-18  1.39E-18  5.30E-19  1.46E-19  5.44E-20
    31       1.29E-12  7.22E-13  3.03E-13  1.47E-13  6.76E-14  2.29E-14  9.72E-15  4.03E-15  1.23E-15  4.90E-16
             1.94E-16  5.65E-17  2.21E-17  8.57E-18  2.44E-18  9.36E-19  3.56E-19  9.79E-20  3.64E-20
    32       9.36E-13  5.04E-13  2.02E-13  9.49E-14  4.27E-14  1.41E-14  5.90E-15  2.42E-15  7.27E-16  2.89E-16
             1.14E-16  3.28E-17  1.28E-17  4.94E-18  1.40E-18  5.36E-19  2.03E-19  5.57E-20  2.07E-20
    33       7.27E-13  3.81E-13  1.48E-13  6.81E-14  3.02E-14  9.79E-15  4.06E-15  1.65E-15  4.92E-16  1.94E-16
             7.62E-17  2.19E-17  8.50E-18  3.28E-18  9.27E-19  3.54E-19  1.34E-19  3.67E-20  1.36E-20
    34       4.94E-13  2.49E-13  9.27E-14  4.17E-14  1.81E-14  5.74E-15  2.35E-15  9.47E-16  2.79E-16  1.10E-16
             4.27E-17  1.22E-17  4.71E-18  1.81E-18  5.10E-19  1.94E-19  7.35E-20  2.01E-20  7.45E-21
    35       3.62E-13  1.78E-13  6.42E-14  2.83E-14  1.21E-14  3.79E-15  1.54E-15  6.16E-16  1.80E-16  7.05E-17
             2.74E-17  7.79E-18  3.00E-18  1.15E-18  3.23E-19  1.23E-19  4.63E-20  1.26E-20  4.68E-21
    36       2.20E-13  1.04E-13  3.62E-14  1.56E-14  6.55E-15  2.01E-15  8.07E-16  3.20E-16  9.27E-17  3.60E-17
             1.39E-17  3.93E-18  1.51E-18  5.77E-19  1.61E-19  6.11E-20  2.30E-20  6.26E-21  2.31E-21
    37       1.56E-13  7.21E-14  2.45E-14  1.04E-14  4.32E-15  1.31E-15  5.23E-16  2.06E-16  5.94E-17  2.30E-17
             8.85E-18  2.49E-18  9.53E-19  3.64E-19  1.01E-19  3.84E-20  1.44E-20  3.92E-21  1.44E-21
    38       9.11E-14  4.09E-14  1.35E-14  5.62E-15  2.30E-15  6.88E-16  2.72E-16  1.06E-16  3.04E-17  1.17E-17
             4.49E-18  1.26E-18  4.80E-19  1.83E-19  5.07E-20  1.92E-20  7.19E-21  1.95E-21  7.19E-22
    39       6.13E-14  2.70E-14  8.72E-15  3.60E-15  1.46E-15  4.33E-16  1.70E-16  6.63E-17  1.89E-17  7.24E-18
             2.77E-18  7.73E-19  2.94E-19  1.12E-19  3.09E-20  1.17E-20  4.37E-21  1.18E-21  4.36E-22
    40       3.23E-14  1.39E-14  4.37E-15  1.78E-15  7.14E-16  2.09E-16  8.16E-17  3.16E-17  8.92E-18  3.41E-18
             1.30E-18  3.61E-19  1.37E-19  5.18E-20  1.43E-20  5.38E-21  2.01E-21  5.43E-22  2.00E-22
    41       2.24E-14  9.55E-15  2.97E-15  1.20E-15  4.79E-16  1.40E-16  5.43E-17  2.09E-17  5.90E-18  2.25E-18
             8.55E-19  2.37E-19  8.98E-20  3.40E-20  9.36E-21  3.52E-21  1.32E-21  3.54E-22  1.30E-22
    42       1.31E-14  5.52E-15  1.70E-15  6.82E-16  2.70E-16  7.81E-17  3.03E-17  1.16E-17  3.26E-18  1.24E-18
             4.71E-19  1.30E-19  4.93E-20  1.86E-20  5.12E-21  1.92E-21  7.18E-22  1.93E-22  7.11E-23


 -----------------------------------------
 PRTF=10  TRMPRT= (3P)  SPNPRT= 3  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       3.00E-16  2.12E-16  1.34E-16  9.46E-17  6.66E-17  4.18E-17  2.91E-17  1.99E-17  1.16E-17  7.28E-18
             4.28E-18  1.88E-18  9.20E-19  4.16E-19  1.32E-19  5.21E-20  1.98E-20  5.30E-21  1.92E-21
     4       1.99E-17  1.41E-17  8.90E-18  6.30E-18  4.47E-18  2.84E-18  2.02E-18  1.43E-18  8.79E-19  5.75E-19
             3.49E-19  1.57E-19  7.75E-20  3.52E-20  1.12E-20  4.40E-21  1.67E-21  4.47E-22  1.62E-22
     5       1.50E-18  1.06E-18  6.75E-19  4.82E-19  3.46E-19  2.29E-19  1.71E-19  1.30E-19  8.77E-20  6.10E-20
             3.86E-20  1.79E-20  8.93E-21  4.07E-21  1.29E-21  5.11E-22  1.94E-22  5.19E-23  1.88E-23
     6       1.25E-19  8.87E-20  5.71E-20  4.16E-20  3.11E-20  2.26E-20  1.89E-20  1.63E-20  1.28E-20  9.57E-21
             6.34E-21  3.04E-21  1.53E-21  7.01E-22  2.23E-22  8.83E-23  3.35E-23  8.96E-24  3.24E-24
     7       7.64E-21  5.51E-21  3.69E-21  2.86E-21  2.40E-21  2.26E-21  2.42E-21  2.61E-21  2.50E-21  2.03E-21
             1.41E-21  6.94E-22  3.52E-22  1.62E-22  5.18E-23  2.05E-23  7.77E-24  2.08E-24  7.51E-25
     8       6.79E-23  5.40E-23  4.82E-23  5.77E-23  9.12E-23  2.08E-22  3.64E-22  5.32E-22  6.22E-22  5.42E-22
             3.89E-22  1.96E-22  1.00E-22  4.62E-23  1.48E-23  5.84E-24  2.22E-24  5.94E-25  2.15E-25


 -----------------------------------------
 PRTF=11  TRMPRT= (1D)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       2.05E-17  1.45E-17  9.16E-18  6.47E-18  4.57E-18  2.88E-18  2.02E-18  1.40E-18  8.45E-19  5.52E-19
             3.40E-19  1.60E-19  8.19E-20  3.85E-20  1.27E-20  5.11E-21  1.97E-21  5.33E-22  1.94E-22
     4       4.73E-18  3.34E-18  2.11E-18  1.49E-18  1.04E-18  6.46E-19  4.40E-19  2.90E-19  1.52E-19  8.41E-20
             4.21E-20  1.46E-20  5.99E-21  2.33E-21  6.30E-22  2.29E-22  8.21E-23  2.10E-23  7.44E-24
     5       5.93E-19  4.20E-19  2.67E-19  1.90E-19  1.36E-19  8.82E-20  6.40E-20  4.59E-20  2.74E-20  1.67E-20
             9.17E-21  3.54E-21  1.56E-21  6.42E-22  1.85E-22  6.93E-23  2.54E-23  6.61E-24  2.36E-24
     6       5.47E-20  3.90E-20  2.51E-20  1.83E-20  1.38E-20  1.00E-20  8.32E-21  6.93E-21  4.95E-21  3.34E-21
             1.98E-21  8.17E-22  3.74E-22  1.59E-22  4.70E-23  1.79E-23  6.64E-24  1.74E-24  6.24E-25
     7       2.55E-21  1.85E-21  1.26E-21  1.01E-21  8.98E-22  9.39E-22  1.07E-21  1.17E-21  1.05E-21  7.84E-22
             4.93E-22  2.14E-22  1.00E-22  4.31E-23  1.29E-23  4.96E-24  1.85E-24  4.85E-25  1.74E-25
     8       1.62E-25  3.28E-25  1.51E-24  5.63E-24  1.97E-23  7.77E-23  1.60E-22  2.45E-22  2.75E-22  2.22E-22
             1.46E-22  6.51E-23  3.09E-23  1.34E-23  4.05E-24  1.56E-24  5.81E-25  1.53E-25  5.50E-26


 -----------------------------------------
 PRTF=12  TRMPRT= (1S)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       6.54E-16  4.63E-16  2.92E-16  2.07E-16  1.46E-16  9.24E-17  6.52E-17  4.58E-17  2.84E-17  1.93E-17
             1.27E-17  6.79E-18  3.97E-18  2.18E-18  9.04E-19  4.33E-19  1.97E-19  6.43E-20  2.63E-20
     4       2.82E-17  1.99E-17  1.26E-17  8.96E-18  6.38E-18  4.11E-18  2.98E-18  2.19E-18  1.45E-18  1.04E-18
             7.06E-19  3.85E-19  2.24E-19  1.22E-19  4.97E-20  2.35E-20  1.06E-20  3.43E-21  1.39E-21
     5       1.85E-18  1.31E-18  8.36E-19  6.00E-19  4.37E-19  2.98E-19  2.33E-19  1.89E-19  1.45E-19  1.13E-19
             8.12E-20  4.58E-20  2.69E-20  1.46E-20  5.92E-21  2.79E-21  1.25E-21  4.02E-22  1.63E-22
     6       1.03E-19  7.38E-20  4.82E-20  3.59E-20  2.80E-20  2.28E-20  2.18E-20  2.20E-20  2.12E-20  1.84E-20
             1.41E-20  8.22E-21  4.88E-21  2.66E-21  1.08E-21  5.06E-22  2.26E-22  7.26E-23  2.94E-23
     7       1.31E-21  9.82E-22  7.39E-22  6.94E-22  8.06E-22  1.37E-21  2.23E-21  3.30E-21  4.21E-21  4.04E-21
             3.25E-21  1.96E-21  1.17E-21  6.40E-22  2.58E-22  1.21E-22  5.41E-23  1.74E-23  7.03E-24



 --------------------------------
 PRTI= 4  TRMPRT= (5S)  SPNPRT= 5

   INDX TE=  1.30E+04  2.59E+04  6.48E+04  1.30E+05  2.59E+05  6.48E+05  1.30E+06  2.59E+06  6.48E+06  1.30E+07
   ---- ---  2.59E+07  6.48E+07  1.30E+08  2.59E+08  6.48E+08  1.30E+09  2.59E+09  6.48E+09  1.30E+10
     1       1.55E-11  1.10E-11  6.93E-12  4.90E-12  3.47E-12  2.19E-12  1.55E-12  1.10E-12  6.92E-13  4.87E-13
             3.38E-13  2.01E-13  1.28E-13  7.70E-14  3.51E-14  1.78E-14  8.41E-15  2.86E-15  1.19E-15
     4       4.84E-11  3.42E-11  2.16E-11  1.53E-11  1.08E-11  6.77E-12  4.73E-12  3.28E-12  1.96E-12  1.27E-12
             7.86E-13  3.71E-13  1.91E-13  9.07E-14  3.01E-14  1.22E-14  4.70E-15  1.27E-15  4.64E-16
    18       5.84E-12  4.13E-12  2.61E-12  1.85E-12  1.31E-12  8.26E-13  5.84E-13  4.13E-13  2.60E-13  1.82E-13
             1.25E-13  7.30E-14  4.59E-14  2.71E-14  1.22E-14  6.11E-15  2.88E-15  9.73E-16  4.05E-16
    21       3.77E-12  2.66E-12  1.68E-12  1.19E-12  8.42E-13  5.33E-13  3.77E-13  2.67E-13  1.69E-13  1.18E-13
             8.18E-14  4.79E-14  3.02E-14  1.79E-14  8.06E-15  4.05E-15  1.91E-15  6.46E-16  2.69E-16
    29       1.97E-11  1.39E-11  8.80E-12  6.22E-12  4.39E-12  2.76E-12  1.93E-12  1.34E-12  8.02E-13  5.22E-13
             3.21E-13  1.51E-13  7.76E-14  3.66E-14  1.21E-14  4.88E-15  1.88E-15  5.10E-16  1.86E-16
    33       1.20E-11  8.49E-12  5.36E-12  3.79E-12  2.67E-12  1.68E-12  1.18E-12  8.18E-13  4.91E-13  3.20E-13
             1.98E-13  9.34E-14  4.80E-14  2.27E-14  7.51E-15  3.03E-15  1.17E-15  3.17E-16  1.15E-16
    39       2.24E-11  1.58E-11  9.99E-12  7.04E-12  4.94E-12  3.06E-12  2.09E-12  1.38E-12  7.47E-13  4.31E-13
             2.28E-13  8.54E-14  3.69E-14  1.49E-14  4.17E-15  1.54E-15  5.56E-16  1.43E-16  5.07E-17
    40       1.32E-11  9.29E-12  5.86E-12  4.13E-12  2.90E-12  1.79E-12  1.23E-12  8.15E-13  4.41E-13  2.55E-13
             1.35E-13  5.08E-14  2.20E-14  8.90E-15  2.49E-15  9.20E-16  3.33E-16  8.54E-17  3.04E-17
    41       4.73E-13  3.34E-13  2.11E-13  1.49E-13  1.05E-13  6.64E-14  4.66E-14  3.25E-14  1.97E-14  1.30E-14
             8.08E-15  3.87E-15  2.01E-15  9.54E-16  3.17E-16  1.29E-16  4.97E-17  1.35E-17  4.90E-18
    42       4.86E-15  3.44E-15  2.17E-15  1.54E-15  1.09E-15  6.90E-16  4.90E-16  3.50E-16  2.24E-16  1.60E-16
             1.13E-16  6.81E-17  4.38E-17  2.63E-17  1.20E-17  6.06E-18  2.86E-18  9.73E-19  4.06E-19
    43       2.25E-13  1.59E-13  1.00E-13  7.10E-14  5.02E-14  3.16E-14  2.22E-14  1.55E-14  9.39E-15  6.20E-15
             3.88E-15  1.86E-15  9.67E-16  4.60E-16  1.53E-16  6.21E-17  2.40E-17  6.52E-18  2.37E-18
    44       8.05E-13  5.69E-13  3.59E-13  2.53E-13  1.78E-13  1.10E-13  7.54E-14  5.02E-14  2.73E-14  1.59E-14
             8.48E-15  3.21E-15  1.39E-15  5.65E-16  1.59E-16  5.86E-17  2.12E-17  5.45E-18  1.94E-18
    45       1.68E-14  1.19E-14  7.51E-15  5.30E-15  3.75E-15  2.36E-15  1.66E-15  1.16E-15  7.08E-16  4.69E-16
             2.95E-16  1.43E-16  7.43E-17  3.55E-17  1.19E-17  4.81E-18  1.86E-18  5.06E-19  1.84E-19
    46       3.01E-13  2.13E-13  1.34E-13  9.45E-14  6.64E-14  4.12E-14  2.82E-14  1.88E-14  1.03E-14  5.99E-15
             3.20E-15  1.22E-15  5.29E-16  2.15E-16  6.04E-17  2.23E-17  8.08E-18  2.07E-18  7.38E-19
    47       1.34E-15  9.45E-16  5.96E-16  4.20E-16  2.95E-16  1.83E-16  1.26E-16  8.41E-17  4.60E-17  2.70E-17
             1.45E-17  5.52E-18  2.41E-18  9.81E-19  2.76E-19  1.02E-19  3.70E-20  9.51E-21  3.38E-21
    94       2.61E-12  1.84E-12  1.17E-12  8.25E-13  5.83E-13  3.69E-13  2.61E-13  1.84E-13  1.15E-13  8.02E-14
             5.47E-14  3.14E-14  1.96E-14  1.15E-14  5.10E-15  2.55E-15  1.20E-15  4.04E-16  1.68E-16
   101       1.71E-12  1.21E-12  7.63E-13  5.40E-13  3.82E-13  2.42E-13  1.71E-13  1.21E-13  7.59E-14  5.29E-14
             3.61E-14  2.08E-14  1.30E-14  7.62E-15  3.40E-15  1.70E-15  7.98E-16  2.69E-16  1.12E-16
   107       8.92E-12  6.31E-12  3.99E-12  2.82E-12  1.99E-12  1.25E-12  8.76E-13  6.08E-13  3.63E-13  2.36E-13
             1.45E-13  6.79E-14  3.47E-14  1.63E-14  5.37E-15  2.16E-15  8.34E-16  2.26E-16  8.20E-17
   109       5.80E-12  4.10E-12  2.59E-12  1.83E-12  1.29E-12  8.14E-13  5.70E-13  3.96E-13  2.37E-13  1.55E-13
             9.51E-14  4.46E-14  2.28E-14  1.07E-14  3.54E-15  1.43E-15  5.50E-16  1.49E-16  5.41E-17
   111       1.35E-11  9.56E-12  6.03E-12  4.25E-12  2.98E-12  1.85E-12  1.26E-12  8.38E-13  4.52E-13  2.61E-13
             1.38E-13  5.17E-14  2.23E-14  9.01E-15  2.52E-15  9.29E-16  3.36E-16  8.62E-17  3.06E-17
   112       8.72E-12  6.16E-12  3.89E-12  2.74E-12  1.92E-12  1.19E-12  8.15E-13  5.42E-13  2.93E-13  1.70E-13
             9.00E-14  3.38E-14  1.46E-14  5.89E-15  1.65E-15  6.08E-16  2.20E-16  5.65E-17  2.01E-17
   113       9.44E-12  6.67E-12  4.19E-12  2.94E-12  2.04E-12  1.23E-12  8.11E-13  5.06E-13  2.41E-13  1.24E-13
             5.75E-14  1.83E-14  7.18E-15  2.69E-15  7.10E-16  2.55E-16  9.07E-17  2.30E-17  8.16E-18
   114       6.27E-12  4.43E-12  2.78E-12  1.95E-12  1.36E-12  8.19E-13  5.38E-13  3.36E-13  1.60E-13  8.21E-14
             3.82E-14  1.22E-14  4.77E-15  1.79E-15  4.72E-16  1.69E-16  6.03E-17  1.53E-17  5.43E-18
   115       2.92E-14  2.06E-14  1.31E-14  9.23E-15  6.53E-15  4.13E-15  2.91E-15  2.04E-15  1.25E-15  8.30E-16
             5.21E-16  2.50E-16  1.29E-16  6.15E-17  2.04E-17  8.26E-18  3.19E-18  8.65E-19  3.15E-19
   116       4.11E-14  2.91E-14  1.83E-14  1.29E-14  9.09E-15  5.66E-15  3.89E-15  2.61E-15  1.44E-15  8.44E-16
             4.54E-16  1.73E-16  7.52E-17  3.05E-17  8.58E-18  3.17E-18  1.15E-18  2.95E-19  1.05E-19
   117       4.80E-15  3.39E-15  2.15E-15  1.52E-15  1.07E-15  6.80E-16  4.81E-16  3.39E-16  2.09E-16  1.40E-16
             8.81E-17  4.25E-17  2.21E-17  1.05E-17  3.51E-18  1.42E-18  5.50E-19  1.49E-19  5.42E-20
   118       3.33E-16  2.35E-16  1.48E-16  1.04E-16  7.24E-17  4.38E-17  2.90E-17  1.83E-17  8.84E-18  4.58E-18
             2.15E-18  6.93E-19  2.73E-19  1.03E-19  2.71E-20  9.72E-21  3.46E-21  8.81E-22  3.12E-22
   119       1.40E-16  9.91E-17  6.28E-17  4.45E-17  3.15E-17  2.01E-17  1.44E-17  1.04E-17  6.86E-18  4.99E-18
             3.57E-18  2.16E-18  1.39E-18  8.33E-19  3.78E-19  1.91E-19  9.00E-20  3.05E-20  1.27E-20
   120       1.15E-14  8.14E-15  5.14E-15  3.62E-15  2.55E-15  1.59E-15  1.10E-15  7.38E-16  4.09E-16  2.42E-16
             1.31E-16  5.00E-17  2.18E-17  8.89E-18  2.51E-18  9.25E-19  3.35E-19  8.61E-20  3.06E-20
   121       6.53E-17  4.61E-17  2.90E-17  2.04E-17  1.42E-17  8.62E-18  5.72E-18  3.61E-18  1.76E-18  9.15E-19
             4.31E-19  1.39E-19  5.50E-20  2.07E-20  5.47E-21  1.96E-21  7.00E-22  1.78E-22  6.30E-23
   122       1.92E-16  1.36E-16  8.59E-17  6.08E-17  4.31E-17  2.74E-17  1.94E-17  1.38E-17  8.63E-18  5.84E-18
             3.73E-18  1.83E-18  9.58E-19  4.59E-19  1.54E-19  6.23E-20  2.41E-20  6.55E-21  2.39E-21
   123       1.73E-17  1.22E-17  7.73E-18  5.46E-18  3.84E-18  2.40E-18  1.67E-18  1.13E-18  6.34E-19  3.79E-19
             2.07E-19  8.00E-20  3.51E-20  1.43E-20  4.05E-21  1.50E-21  5.43E-22  1.40E-22  4.97E-23
   191       1.42E-12  1.01E-12  6.36E-13  4.50E-13  3.18E-13  2.01E-13  1.42E-13  9.98E-14  6.21E-14  4.28E-14
             2.89E-14  1.64E-14  1.01E-14  5.89E-15  2.61E-15  1.30E-15  6.10E-16  2.05E-16  8.53E-17
