SEQ='N '     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 551357853.5   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             7.14E-13  3.37E-13  1.73E-13  8.21E-14  2.73E-14  1.10E-14  4.28E-15  1.16E-15  4.25E-16
     3       1.97E-11  1.40E-11  8.81E-12  6.22E-12  4.38E-12  2.74E-12  1.90E-12  1.30E-12  7.55E-13  4.78E-13
             2.87E-13  1.35E-13  7.12E-14  3.56E-14  1.33E-14  5.96E-15  2.57E-15  8.00E-16  3.19E-16
     4       1.84E-11  1.30E-11  8.22E-12  5.79E-12  4.06E-12  2.51E-12  1.72E-12  1.14E-12  6.27E-13  3.75E-13
             2.12E-13  9.07E-14  4.49E-14  2.12E-14  7.37E-15  3.18E-15  1.33E-15  4.00E-16  1.57E-16
     5       1.50E-11  1.06E-11  6.65E-12  4.67E-12  3.26E-12  1.99E-12  1.34E-12  8.68E-13  4.55E-13  2.61E-13
             1.41E-13  5.73E-14  2.74E-14  1.26E-14  4.24E-15  1.80E-15  7.40E-16  2.20E-16  8.55E-17
     6       1.25E-11  8.80E-12  5.53E-12  3.88E-12  2.69E-12  1.62E-12  1.07E-12  6.76E-13  3.39E-13  1.87E-13
             9.78E-14  3.82E-14  1.78E-14  8.00E-15  2.65E-15  1.11E-15  4.53E-16  1.33E-16  5.16E-17
     7       1.07E-11  7.54E-12  4.73E-12  3.30E-12  2.28E-12  1.35E-12  8.75E-13  5.39E-13  2.60E-13  1.40E-13
             7.09E-14  2.68E-14  1.23E-14  5.43E-15  1.77E-15  7.34E-16  2.98E-16  8.72E-17  3.36E-17
     8       9.37E-12  6.60E-12  4.13E-12  2.87E-12  1.97E-12  1.15E-12  7.30E-13  4.39E-13  2.05E-13  1.07E-13
             5.32E-14  1.96E-14  8.84E-15  3.87E-15  1.24E-15  5.13E-16  2.07E-16  6.02E-17  2.32E-17
     9       8.33E-12  5.87E-12  3.66E-12  2.54E-12  1.73E-12  9.90E-13  6.18E-13  3.64E-13  1.65E-13  8.44E-14
             4.10E-14  1.48E-14  6.60E-15  2.86E-15  9.10E-16  3.73E-16  1.50E-16  4.34E-17  1.67E-17
    10       7.51E-12  5.28E-12  3.28E-12  2.26E-12  1.53E-12  8.63E-13  5.29E-13  3.06E-13  1.35E-13  6.77E-14
             3.24E-14  1.15E-14  5.07E-15  2.18E-15  6.87E-16  2.80E-16  1.12E-16  3.24E-17  1.24E-17
    11       6.83E-12  4.80E-12  2.97E-12  2.04E-12  1.37E-12  7.59E-13  4.58E-13  2.60E-13  1.12E-13  5.52E-14
             2.61E-14  9.12E-15  3.98E-15  1.70E-15  5.32E-16  2.16E-16  8.62E-17  2.49E-17  9.50E-18
    12       6.26E-12  4.39E-12  2.71E-12  1.85E-12  1.23E-12  6.73E-13  3.99E-13  2.23E-13  9.38E-14  4.57E-14
             2.13E-14  7.37E-15  3.19E-15  1.35E-15  4.21E-16  1.71E-16  6.78E-17  1.95E-17  7.44E-18
    13       5.78E-12  4.05E-12  2.49E-12  1.69E-12  1.12E-12  6.00E-13  3.51E-13  1.93E-13  7.96E-14  3.83E-14
             1.77E-14  6.04E-15  2.60E-15  1.10E-15  3.40E-16  1.37E-16  5.44E-17  1.56E-17  5.94E-18
    14       5.37E-12  3.75E-12  2.30E-12  1.55E-12  1.02E-12  5.38E-13  3.11E-13  1.68E-13  6.82E-14  3.25E-14
             1.48E-14  5.02E-15  2.15E-15  9.01E-16  2.78E-16  1.12E-16  4.43E-17  1.27E-17  4.82E-18
    15       5.03E-12  3.51E-12  2.14E-12  1.44E-12  9.32E-13  4.86E-13  2.77E-13  1.48E-13  5.90E-14  2.78E-14
             1.26E-14  4.23E-15  1.80E-15  7.51E-16  2.31E-16  9.26E-17  3.66E-17  1.05E-17  3.98E-18
    16       4.71E-12  3.29E-12  2.00E-12  1.34E-12  8.58E-13  4.40E-13  2.48E-13  1.31E-13  5.14E-14  2.40E-14
             1.08E-14  3.58E-15  1.52E-15  6.32E-16  1.93E-16  7.75E-17  3.06E-17  8.72E-18  3.31E-18
    17       4.18E-12  2.90E-12  1.75E-12  1.15E-12  7.29E-13  3.64E-13  2.00E-13  1.03E-13  3.96E-14  1.82E-14
             8.08E-15  2.65E-15  1.12E-15  4.61E-16  1.40E-16  5.60E-17  2.20E-17  6.26E-18  2.37E-18
    18       3.76E-12  2.60E-12  1.55E-12  1.01E-12  6.28E-13  3.06E-13  1.65E-13  8.35E-14  3.14E-14  1.42E-14
             6.25E-15  2.03E-15  8.47E-16  3.48E-16  1.05E-16  4.19E-17  1.64E-17  4.66E-18  1.76E-18
    19       3.41E-12  2.35E-12  1.39E-12  8.93E-13  5.46E-13  2.60E-13  1.37E-13  6.85E-14  2.53E-14  1.13E-14
             4.93E-15  1.59E-15  6.59E-16  2.70E-16  8.11E-17  3.22E-17  1.26E-17  3.56E-18  1.35E-18
    20       2.97E-12  2.03E-12  1.18E-12  7.50E-13  4.49E-13  2.07E-13  1.07E-13  5.22E-14  1.88E-14  8.33E-15
             3.59E-15  1.14E-15  4.70E-16  1.91E-16  5.71E-17  2.26E-17  8.81E-18  2.49E-18  9.40E-19
    21       2.54E-12  1.72E-12  9.80E-13  6.07E-13  3.54E-13  1.57E-13  7.92E-14  3.78E-14  1.33E-14  5.80E-15
             2.46E-15  7.73E-16  3.16E-16  1.28E-16  3.80E-17  1.50E-17  5.82E-18  1.64E-18  6.17E-19
    22       2.06E-12  1.38E-12  7.62E-13  4.57E-13  2.57E-13  1.09E-13  5.33E-14  2.48E-14  8.47E-15  3.63E-15
             1.52E-15  4.71E-16  1.91E-16  7.67E-17  2.26E-17  8.86E-18  3.43E-18  9.62E-19  3.62E-19
    23       1.83E-12  1.21E-12  6.53E-13  3.84E-13  2.12E-13  8.76E-14  4.21E-14  1.93E-14  6.50E-15  2.76E-15
             1.15E-15  3.53E-16  1.43E-16  5.71E-17  1.67E-17  6.55E-18  2.53E-18  7.08E-19  2.66E-19
    24       1.55E-12  1.01E-12  5.29E-13  3.03E-13  1.63E-13  6.52E-14  3.06E-14  1.38E-14  4.57E-15  1.92E-15
             7.93E-16  2.41E-16  9.69E-17  3.86E-17  1.13E-17  4.39E-18  1.69E-18  4.72E-19  1.77E-19
    25       1.40E-12  9.01E-13  4.64E-13  2.62E-13  1.38E-13  5.44E-14  2.53E-14  1.13E-14  3.69E-15  1.54E-15
             6.35E-16  1.92E-16  7.68E-17  3.05E-17  8.88E-18  3.46E-18  1.33E-18  3.71E-19  1.39E-19
    26       1.22E-12  7.70E-13  3.87E-13  2.13E-13  1.10E-13  4.23E-14  1.94E-14  8.54E-15  2.76E-15  1.15E-15
             4.68E-16  1.41E-16  5.61E-17  2.22E-17  6.44E-18  2.50E-18  9.61E-19  2.67E-19  9.99E-20
    27       1.07E-12  6.65E-13  3.26E-13  1.76E-13  8.95E-14  3.36E-14  1.52E-14  6.63E-15  2.12E-15  8.76E-16
             3.56E-16  1.06E-16  4.23E-17  1.67E-17  4.82E-18  1.87E-18  7.17E-19  1.99E-19  7.43E-20
    28       8.90E-13  5.43E-13  2.57E-13  1.36E-13  6.74E-14  2.46E-14  1.10E-14  4.73E-15  1.49E-15  6.11E-16
             2.47E-16  7.32E-17  2.90E-17  1.14E-17  3.28E-18  1.27E-18  4.86E-19  1.34E-19  5.01E-20
    29       7.28E-13  4.33E-13  1.98E-13  1.02E-13  4.93E-14  1.76E-14  7.71E-15  3.28E-15  1.02E-15  4.16E-16
             1.67E-16  4.92E-17  1.94E-17  7.59E-18  2.18E-18  8.40E-19  3.21E-19  8.88E-20  3.31E-20
    30       5.36E-13  3.07E-13  1.33E-13  6.59E-14  3.10E-14  1.07E-14  4.59E-15  1.92E-15  5.91E-16  2.38E-16
             9.46E-17  2.77E-17  1.08E-17  4.22E-18  1.21E-18  4.63E-19  1.77E-19  4.87E-20  1.81E-20
    31       4.31E-13  2.41E-13  1.01E-13  4.89E-14  2.25E-14  7.62E-15  3.24E-15  1.34E-15  4.09E-16  1.63E-16
             6.47E-17  1.88E-17  7.35E-18  2.86E-18  8.13E-19  3.12E-19  1.19E-19  3.26E-20  1.21E-20
    32       3.12E-13  1.68E-13  6.73E-14  3.16E-14  1.42E-14  4.70E-15  1.97E-15  8.07E-16  2.42E-16  9.63E-17
             3.79E-17  1.09E-17  4.25E-18  1.65E-18  4.67E-19  1.79E-19  6.78E-20  1.86E-20  6.89E-21
    33       2.42E-13  1.27E-13  4.92E-14  2.27E-14  1.01E-14  3.26E-15  1.35E-15  5.51E-16  1.64E-16  6.48E-17
             2.54E-17  7.31E-18  2.83E-18  1.09E-18  3.09E-19  1.18E-19  4.47E-20  1.22E-20  4.53E-21
    34       1.65E-13  8.30E-14  3.09E-14  1.39E-14  6.02E-15  1.91E-15  7.84E-16  3.16E-16  9.31E-17  3.65E-17
             1.42E-17  4.07E-18  1.57E-18  6.04E-19  1.70E-19  6.48E-20  2.45E-20  6.70E-21  2.48E-21
    35       1.21E-13  5.92E-14  2.14E-14  9.45E-15  4.04E-15  1.26E-15  5.14E-16  2.05E-16  6.01E-17  2.35E-17
             9.12E-18  2.60E-18  9.99E-19  3.84E-19  1.08E-19  4.09E-20  1.54E-20  4.21E-21  1.56E-21
    36       7.34E-14  3.47E-14  1.21E-14  5.20E-15  2.18E-15  6.70E-16  2.69E-16  1.07E-16  3.09E-17  1.20E-17
             4.64E-18  1.31E-18  5.03E-19  1.92E-19  5.37E-20  2.04E-20  7.68E-21  2.09E-21  7.70E-22
    37       5.20E-14  2.40E-14  8.15E-15  3.47E-15  1.44E-15  4.37E-16  1.74E-16  6.87E-17  1.98E-17  7.66E-18
             2.95E-18  8.31E-19  3.18E-19  1.21E-19  3.38E-20  1.28E-20  4.81E-21  1.31E-21  4.81E-22
    38       3.04E-14  1.36E-14  4.49E-15  1.87E-15  7.67E-16  2.29E-16  9.07E-17  3.55E-17  1.01E-17  3.91E-18
             1.50E-18  4.20E-19  1.60E-19  6.09E-20  1.69E-20  6.38E-21  2.40E-21  6.50E-22  2.40E-22
    39       2.04E-14  9.01E-15  2.91E-15  1.20E-15  4.87E-16  1.44E-16  5.67E-17  2.21E-17  6.28E-18  2.41E-18
             9.22E-19  2.58E-19  9.80E-20  3.72E-20  1.03E-20  3.89E-21  1.46E-21  3.94E-22  1.45E-22
    40       1.08E-14  4.63E-15  1.46E-15  5.94E-16  2.38E-16  6.97E-17  2.72E-17  1.05E-17  2.97E-18  1.14E-18
             4.32E-19  1.20E-19  4.56E-20  1.73E-20  4.77E-21  1.79E-21  6.72E-22  1.81E-22  6.66E-23
    41       7.48E-15  3.18E-15  9.91E-16  4.01E-16  1.60E-16  4.65E-17  1.81E-17  6.98E-18  1.97E-18  7.50E-19
             2.85E-19  7.91E-20  2.99E-20  1.13E-20  3.12E-21  1.17E-21  4.39E-22  1.18E-22  4.33E-23
    42       4.38E-15  1.84E-15  5.66E-16  2.27E-16  9.00E-17  2.60E-17  1.01E-17  3.88E-18  1.09E-18  4.14E-19
             1.57E-19  4.35E-20  1.64E-20  6.20E-21  1.71E-21  6.41E-22  2.39E-22  6.45E-23  2.37E-23

                                                                                              -----------------
                                                                                              SYS= 2  SPNSYS= 4
   IREP
   ----
     2       2.26E-11  1.60E-11  1.01E-11  7.13E-12  5.03E-12  3.16E-12  2.21E-12  1.53E-12  9.12E-13  5.92E-13
             3.64E-13  1.72E-13  8.86E-14  4.21E-14  1.41E-14  5.74E-15  2.24E-15  6.15E-16  2.26E-16
     3       5.31E-11  3.75E-11  2.37E-11  1.67E-11  1.18E-11  7.35E-12  5.10E-12  3.47E-12  2.00E-12  1.26E-12
             7.48E-13  3.43E-13  1.78E-13  8.71E-14  3.15E-14  1.39E-14  5.88E-15  1.80E-15  7.09E-16
     4       3.83E-11  2.70E-11  1.71E-11  1.20E-11  8.43E-12  5.21E-12  3.56E-12  2.37E-12  1.30E-12  7.79E-13
             4.39E-13  1.88E-13  9.28E-14  4.37E-14  1.52E-14  6.52E-15  2.72E-15  8.16E-16  3.19E-16
     5       3.02E-11  2.13E-11  1.34E-11  9.44E-12  6.59E-12  4.03E-12  2.70E-12  1.75E-12  9.18E-13  5.26E-13
             2.84E-13  1.15E-13  5.52E-14  2.53E-14  8.53E-15  3.61E-15  1.49E-15  4.42E-16  1.72E-16
     6       2.51E-11  1.77E-11  1.11E-11  7.79E-12  5.41E-12  3.26E-12  2.15E-12  1.36E-12  6.80E-13  3.76E-13
             1.96E-13  7.66E-14  3.57E-14  1.60E-14  5.31E-15  2.22E-15  9.07E-16  2.67E-16  1.03E-16
     7       2.15E-11  1.51E-11  9.49E-12  6.63E-12  4.57E-12  2.71E-12  1.75E-12  1.08E-12  5.22E-13  2.80E-13
             1.42E-13  5.37E-14  2.46E-14  1.09E-14  3.54E-15  1.47E-15  5.96E-16  1.75E-16  6.73E-17
     8       1.88E-11  1.32E-11  8.28E-12  5.76E-12  3.95E-12  2.30E-12  1.46E-12  8.80E-13  4.10E-13  2.15E-13
             1.07E-13  3.93E-14  1.77E-14  7.74E-15  2.49E-15  1.03E-15  4.14E-16  1.21E-16  4.63E-17
     9       1.67E-11  1.17E-11  7.33E-12  5.08E-12  3.45E-12  1.98E-12  1.24E-12  7.29E-13  3.30E-13  1.69E-13
             8.22E-14  2.97E-14  1.32E-14  5.72E-15  1.82E-15  7.46E-16  3.00E-16  8.69E-17  3.33E-17
    10       1.50E-11  1.06E-11  6.58E-12  4.53E-12  3.06E-12  1.73E-12  1.06E-12  6.12E-13  2.70E-13  1.36E-13
             6.48E-14  2.30E-14  1.01E-14  4.35E-15  1.37E-15  5.61E-16  2.24E-16  6.48E-17  2.48E-17
    11       1.37E-11  9.60E-12  5.95E-12  4.09E-12  2.74E-12  1.52E-12  9.16E-13  5.20E-13  2.24E-13  1.11E-13
             5.22E-14  1.83E-14  7.97E-15  3.40E-15  1.06E-15  4.33E-16  1.72E-16  4.97E-17  1.90E-17
    12       1.25E-11  8.79E-12  5.43E-12  3.71E-12  2.46E-12  1.35E-12  7.99E-13  4.46E-13  1.88E-13  9.15E-14
             4.27E-14  1.47E-14  6.39E-15  2.70E-15  8.43E-16  3.41E-16  1.36E-16  3.90E-17  1.49E-17
    13       1.16E-11  8.10E-12  4.99E-12  3.39E-12  2.23E-12  1.20E-12  7.02E-13  3.86E-13  1.59E-13  7.67E-14
             3.54E-14  1.21E-14  5.20E-15  2.19E-15  6.79E-16  2.74E-16  1.09E-16  3.12E-17  1.19E-17
    14       1.07E-11  7.51E-12  4.61E-12  3.11E-12  2.03E-12  1.08E-12  6.21E-13  3.37E-13  1.37E-13  6.50E-14
             2.97E-14  1.00E-14  4.30E-15  1.80E-15  5.56E-16  2.24E-16  8.86E-17  2.53E-17  9.65E-18
    15       1.01E-11  7.02E-12  4.29E-12  2.88E-12  1.87E-12  9.73E-13  5.54E-13  2.96E-13  1.18E-13  5.57E-14
             2.52E-14  8.45E-15  3.60E-15  1.50E-15  4.61E-16  1.85E-16  7.32E-17  2.09E-17  7.95E-18
    16       9.43E-12  6.58E-12  4.00E-12  2.67E-12  1.72E-12  8.81E-13  4.95E-13  2.61E-13  1.03E-13  4.80E-14
             2.16E-14  7.17E-15  3.04E-15  1.26E-15  3.87E-16  1.55E-16  6.11E-17  1.74E-17  6.63E-18
    17       8.36E-12  5.81E-12  3.50E-12  2.31E-12  1.46E-12  7.28E-13  4.00E-13  2.07E-13  7.92E-14  3.64E-14
             1.62E-14  5.31E-15  2.23E-15  9.23E-16  2.80E-16  1.12E-16  4.40E-17  1.25E-17  4.74E-18
    18       7.51E-12  5.20E-12  3.10E-12  2.02E-12  1.26E-12  6.12E-13  3.30E-13  1.67E-13  6.27E-14  2.85E-14
             1.25E-14  4.06E-15  1.69E-15  6.96E-16  2.11E-16  8.38E-17  3.29E-17  9.31E-18  3.51E-18
    19       6.81E-12  4.70E-12  2.77E-12  1.79E-12  1.09E-12  5.20E-13  2.75E-13  1.37E-13  5.05E-14  2.27E-14
             9.87E-15  3.17E-15  1.32E-15  5.39E-16  1.62E-16  6.44E-17  2.52E-17  7.13E-18  2.70E-18
    20       5.94E-12  4.07E-12  2.37E-12  1.50E-12  8.98E-13  4.14E-13  2.14E-13  1.04E-13  3.77E-14  1.67E-14
             7.17E-15  2.28E-15  9.39E-16  3.82E-16  1.14E-16  4.52E-17  1.76E-17  4.97E-18  1.88E-18
    21       5.07E-12  3.44E-12  1.96E-12  1.21E-12  7.08E-13  3.14E-13  1.58E-13  7.56E-14  2.66E-14  1.16E-14
             4.93E-15  1.55E-15  6.33E-16  2.56E-16  7.60E-17  2.99E-17  1.16E-17  3.27E-18  1.23E-18
    22       4.13E-12  2.76E-12  1.52E-12  9.13E-13  5.14E-13  2.18E-13  1.07E-13  4.95E-14  1.69E-14  7.26E-15
             3.05E-15  9.42E-16  3.82E-16  1.53E-16  4.52E-17  1.77E-17  6.87E-18  1.92E-18  7.24E-19
    23       3.65E-12  2.41E-12  1.31E-12  7.68E-13  4.24E-13  1.75E-13  8.42E-14  3.86E-14  1.30E-14  5.53E-15
             2.30E-15  7.07E-16  2.85E-16  1.14E-16  3.35E-17  1.31E-17  5.07E-18  1.42E-18  5.32E-19
    24       3.10E-12  2.01E-12  1.06E-12  6.06E-13  3.26E-13  1.30E-13  6.13E-14  2.76E-14  9.14E-15  3.84E-15
             1.59E-15  4.82E-16  1.94E-16  7.71E-17  2.25E-17  8.78E-18  3.39E-18  9.45E-19  3.54E-19
    25       2.80E-12  1.80E-12  9.29E-13  5.24E-13  2.77E-13  1.09E-13  5.05E-14  2.25E-14  7.39E-15  3.09E-15
             1.27E-15  3.84E-16  1.54E-16  6.10E-17  1.78E-17  6.91E-18  2.66E-18  7.42E-19  2.78E-19
    26       2.43E-12  1.54E-12  7.73E-13  4.26E-13  2.21E-13  8.46E-14  3.87E-14  1.71E-14  5.52E-15  2.29E-15
             9.36E-16  2.81E-16  1.12E-16  4.44E-17  1.29E-17  5.00E-18  1.92E-18  5.34E-19  2.00E-19
    27       2.13E-12  1.33E-12  6.52E-13  3.52E-13  1.79E-13  6.73E-14  3.04E-14  1.33E-14  4.25E-15  1.75E-15
             7.12E-16  2.13E-16  8.45E-17  3.33E-17  9.64E-18  3.74E-18  1.43E-18  3.98E-19  1.49E-19
    28       1.78E-12  1.09E-12  5.15E-13  2.71E-13  1.35E-13  4.93E-14  2.19E-14  9.45E-15  2.99E-15  1.22E-15
             4.93E-16  1.46E-16  5.79E-17  2.28E-17  6.56E-18  2.54E-18  9.72E-19  2.69E-19  1.00E-19
    29       1.46E-12  8.67E-13  3.96E-13  2.03E-13  9.86E-14  3.52E-14  1.54E-14  6.56E-15  2.05E-15  8.32E-16
             3.34E-16  9.84E-17  3.88E-17  1.52E-17  4.36E-18  1.68E-18  6.43E-19  1.78E-19  6.63E-20
    30       1.07E-12  6.14E-13  2.66E-13  1.32E-13  6.19E-14  2.14E-14  9.19E-15  3.85E-15  1.18E-15  4.75E-16
             1.89E-16  5.53E-17  2.17E-17  8.45E-18  2.41E-18  9.27E-19  3.53E-19  9.74E-20  3.63E-20
    31       8.62E-13  4.81E-13  2.02E-13  9.77E-14  4.51E-14  1.52E-14  6.48E-15  2.69E-15  8.17E-16  3.27E-16
             1.29E-16  3.77E-17  1.47E-17  5.72E-18  1.63E-18  6.24E-19  2.37E-19  6.53E-20  2.43E-20
    32       6.24E-13  3.36E-13  1.35E-13  6.33E-14  2.85E-14  9.40E-15  3.94E-15  1.61E-15  4.85E-16  1.93E-16
             7.58E-17  2.19E-17  8.51E-18  3.30E-18  9.33E-19  3.57E-19  1.36E-19  3.72E-20  1.38E-20
    33       4.85E-13  2.54E-13  9.85E-14  4.54E-14  2.01E-14  6.53E-15  2.71E-15  1.10E-15  3.28E-16  1.30E-16
             5.08E-17  1.46E-17  5.66E-18  2.19E-18  6.18E-19  2.36E-19  8.94E-20  2.45E-20  9.06E-21
    34       3.29E-13  1.66E-13  6.18E-14  2.78E-14  1.20E-14  3.83E-15  1.57E-15  6.31E-16  1.86E-16  7.31E-17
             2.85E-17  8.14E-18  3.14E-18  1.21E-18  3.40E-19  1.30E-19  4.90E-20  1.34E-20  4.96E-21
    35       2.41E-13  1.18E-13  4.28E-14  1.89E-14  8.08E-15  2.53E-15  1.03E-15  4.11E-16  1.20E-16  4.70E-17
             1.82E-17  5.19E-18  2.00E-18  7.67E-19  2.15E-19  8.18E-20  3.09E-20  8.43E-21  3.12E-21
    36       1.47E-13  6.95E-14  2.41E-14  1.04E-14  4.37E-15  1.34E-15  5.38E-16  2.13E-16  6.18E-17  2.40E-17
             9.27E-18  2.62E-18  1.01E-18  3.85E-19  1.07E-19  4.07E-20  1.54E-20  4.17E-21  1.54E-21
    37       1.04E-13  4.81E-14  1.63E-14  6.94E-15  2.88E-15  8.74E-16  3.49E-16  1.37E-16  3.96E-17  1.53E-17
             5.90E-18  1.66E-18  6.36E-19  2.43E-19  6.76E-20  2.56E-20  9.63E-21  2.61E-21  9.62E-22
    38       6.08E-14  2.73E-14  8.97E-15  3.75E-15  1.53E-15  4.59E-16  1.81E-16  7.10E-17  2.03E-17  7.81E-18
             2.99E-18  8.40E-19  3.20E-19  1.22E-19  3.38E-20  1.28E-20  4.80E-21  1.30E-21  4.80E-22
    39       4.09E-14  1.80E-14  5.81E-15  2.40E-15  9.74E-16  2.89E-16  1.13E-16  4.42E-17  1.26E-17  4.82E-18
             1.84E-18  5.15E-19  1.96E-19  7.44E-20  2.06E-20  7.77E-21  2.92E-21  7.89E-22  2.91E-22
    40       2.15E-14  9.26E-15  2.92E-15  1.19E-15  4.76E-16  1.39E-16  5.44E-17  2.10E-17  5.94E-18  2.27E-18
             8.65E-19  2.41E-19  9.12E-20  3.45E-20  9.54E-21  3.59E-21  1.34E-21  3.62E-22  1.33E-22
    41       1.50E-14  6.37E-15  1.98E-15  8.02E-16  3.20E-16  9.30E-17  3.62E-17  1.40E-17  3.93E-18  1.50E-18
             5.70E-19  1.58E-19  5.99E-20  2.26E-20  6.24E-21  2.35E-21  8.77E-22  2.36E-22  8.67E-23
    42       8.76E-15  3.68E-15  1.13E-15  4.55E-16  1.80E-16  5.21E-17  2.02E-17  7.76E-18  2.18E-18  8.28E-19
             3.14E-19  8.69E-20  3.29E-20  1.24E-20  3.41E-21  1.28E-21  4.79E-22  1.29E-22  4.74E-23


 -----------------------------------------
 PRTF= 2  TRMPRT= (1D)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       5.48E-12  3.88E-12  2.45E-12  1.73E-12  1.21E-12  7.57E-13  5.23E-13  3.55E-13  2.02E-13  1.24E-13
             7.15E-14  3.07E-14  1.48E-14  6.65E-15  2.09E-15  8.24E-16  3.13E-16  8.36E-17  3.03E-17
     4       4.62E-13  3.27E-13  2.06E-13  1.45E-13  1.02E-13  6.39E-14  4.43E-14  3.01E-14  1.71E-14  1.05E-14
             6.06E-15  2.59E-15  1.24E-15  5.56E-16  1.75E-16  6.86E-17  2.60E-17  6.94E-18  2.51E-18
     5       5.16E-14  3.65E-14  2.30E-14  1.63E-14  1.14E-14  7.15E-15  4.96E-15  3.37E-15  1.92E-15  1.18E-15
             6.72E-16  2.85E-16  1.36E-16  6.02E-17  1.88E-17  7.35E-18  2.78E-18  7.41E-19  2.68E-19
     6       8.93E-15  6.31E-15  3.99E-15  2.81E-15  1.98E-15  1.24E-15  8.63E-16  5.88E-16  3.35E-16  2.05E-16
             1.16E-16  4.90E-17  2.33E-17  1.03E-17  3.19E-18  1.25E-18  4.72E-19  1.26E-19  4.53E-20
     7       2.07E-15  1.46E-15  9.26E-16  6.54E-16  4.62E-16  2.90E-16  2.02E-16  1.38E-16  7.88E-17  4.82E-17
             2.74E-17  1.15E-17  5.43E-18  2.39E-18  7.41E-19  2.89E-19  1.09E-19  2.90E-20  1.05E-20
     8       5.87E-16  4.15E-16  2.63E-16  1.86E-16  1.32E-16  8.31E-17  5.82E-17  3.99E-17  2.29E-17  1.40E-17
             7.93E-18  3.31E-18  1.56E-18  6.89E-19  2.13E-19  8.30E-20  3.13E-20  8.33E-21  3.00E-21
     9       1.92E-16  1.36E-16  8.63E-17  6.12E-17  4.35E-17  2.76E-17  1.95E-17  1.34E-17  7.73E-18  4.73E-18
             2.68E-18  1.12E-18  5.27E-19  2.32E-19  7.16E-20  2.79E-20  1.05E-20  2.80E-21  1.01E-21
    10       7.02E-17  4.97E-17  3.16E-17  2.25E-17  1.60E-17  1.03E-17  7.31E-18  5.08E-18  2.94E-18  1.80E-18
             1.02E-18  4.25E-19  2.00E-19  8.81E-20  2.72E-20  1.06E-20  3.99E-21  1.06E-21  3.82E-22
    11       2.78E-17  1.97E-17  1.26E-17  8.98E-18  6.45E-18  4.19E-18  3.01E-18  2.11E-18  1.23E-18  7.53E-19
             4.27E-19  1.78E-19  8.38E-20  3.68E-20  1.13E-20  4.42E-21  1.66E-21  4.42E-22  1.60E-22
    12       1.18E-17  8.35E-18  5.34E-18  3.84E-18  2.78E-18  1.84E-18  1.34E-18  9.44E-19  5.53E-19  3.40E-19
             1.93E-19  8.04E-20  3.79E-20  1.66E-20  5.12E-21  1.99E-21  7.51E-22  2.00E-22  7.20E-23
    13       5.24E-18  3.72E-18  2.40E-18  1.74E-18  1.27E-18  8.57E-19  6.30E-19  4.50E-19  2.66E-19  1.64E-19
             9.32E-20  3.88E-20  1.83E-20  8.02E-21  2.47E-21  9.62E-22  3.62E-22  9.62E-23  3.47E-23
    14       2.42E-18  1.73E-18  1.12E-18  8.20E-19  6.10E-19  4.20E-19  3.14E-19  2.27E-19  1.35E-19  8.34E-20
             4.75E-20  1.98E-20  9.32E-21  4.09E-21  1.26E-21  4.90E-22  1.85E-22  4.90E-23  1.77E-23
    15       1.18E-18  8.44E-19  5.52E-19  4.08E-19  3.07E-19  2.16E-19  1.63E-19  1.19E-19  7.10E-20  4.39E-20
             2.50E-20  1.04E-20  4.88E-21  2.14E-21  6.57E-22  2.56E-22  9.62E-23  2.56E-23  9.23E-24
    16       5.74E-19  4.14E-19  2.75E-19  2.07E-19  1.59E-19  1.14E-19  8.72E-20  6.40E-20  3.85E-20  2.39E-20
             1.36E-20  5.68E-21  2.68E-21  1.18E-21  3.62E-22  1.41E-22  5.31E-23  1.41E-23  5.10E-24
    17       1.42E-19  1.04E-19  7.13E-20  5.63E-20  4.61E-20  3.58E-20  2.85E-20  2.15E-20  1.32E-20  8.24E-21
             4.71E-21  1.97E-21  9.27E-22  4.07E-22  1.25E-22  4.88E-23  1.84E-23  4.88E-24  1.76E-24
    18       3.57E-20  2.67E-20  1.95E-20  1.66E-20  1.48E-20  1.26E-20  1.05E-20  8.12E-21  5.06E-21  3.18E-21
             1.82E-21  7.61E-22  3.59E-22  1.57E-22  4.85E-23  1.89E-23  7.10E-24  1.89E-24  6.82E-25
    19       8.30E-21  6.55E-21  5.39E-21  5.13E-21  5.10E-21  4.83E-21  4.23E-21  3.36E-21  2.12E-21  1.34E-21
             7.70E-22  3.22E-22  1.52E-22  6.67E-23  2.05E-23  7.99E-24  3.01E-24  8.00E-25  2.89E-25
    20       5.84E-22  5.79E-22  7.37E-22  9.63E-22  1.20E-21  1.35E-21  1.26E-21  1.03E-21  6.65E-22  4.22E-22
             2.43E-22  1.02E-22  4.80E-23  2.11E-23  6.49E-24  2.53E-24  9.51E-25  2.53E-25  9.14E-26


 -----------------------------------------
 PRTF= 3  TRMPRT= (1S)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
